Rk,Player,Nation,Pos,Squad,Comp,Age,Born
2407,Eldor Shomurodov\Eldor-Shomurodov,UZB,FW,Genoa,it Serie A,25,1995
2408,Shola Shoretire\Shola-Shoretire,ENG,FW,Manchester Utd,eng Premier League,16,2004
2409,Mahame Siby\Mahame-Siby,FRA,MFFW,Strasbourg,fr Ligue 1,24,1996
2410,Abdoulaye Sidibé\Abdoulaye-Sidibe,FRA,MF,Saint-Étienne,fr Ligue 1,18,2002
2411,Djibril Sidibé\Djibril-Sidibe,FRA,DF,Monaco,fr Ligue 1,28,1992
2412,Sidnei\Sidnei,BRA,DF,Betis,es La Liga,30,1989
2413,Kaj Sierhuis\Kaj-Sierhuis,NED,FW,Reims,fr Ligue 1,22,1998
2414,Tim Siersleben\Tim-Siersleben,GER,DF,Wolfsburg,de Bundesliga,20,2000
2415,Gylfi Sigurðsson\Gylfi-Sigurdsson,ISL,MF,Everton,eng Premier League,30,1989
2416,Luca Siligardi\Luca-Siligardi,ITA,MF,Crotone,it Serie A,32,1988
2417,Luca Siligardi\Luca-Siligardi,ITA,FW,Parma,it Serie A,32,1988
2418,Adrien Silva\Adrien-Silva,POR,MF,Sampdoria,it Serie A,31,1989
2419,André Silva\Andre-Silva,POR,FW,Eint Frankfurt,de Bundesliga,24,1995
2420,Bernardo Silva\Bernardo-Silva,POR,MFFW,Manchester City,eng Premier League,25,1994
2421,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,BRA,DF,Monaco,fr Ligue 1,23,1997
2422,David Silva\David-Silva,ESP,MF,Real Sociedad,es La Liga,34,1986
2423,Fábio Silva\Fabio-Silva,POR,FW,Wolves,eng Premier League,18,2002
2424,Florent da Silva\Florent-da-Silva,FRA,FW,Lyon,fr Ligue 1,17,2003
2425,Gabriel Silva\Gabriel-Silva,BRA,DF,Saint-Étienne,fr Ligue 1,29,1991
2426,Gastón Silva\Gaston-Silva,URU,DF,Huesca,es La Liga,26,1994
2427,Rui Silva\Rui-Silva,POR,GK,Granada,es La Liga,26,1994
2428,Thiago Silva\Thiago-Silva,BRA,DF,Chelsea,eng Premier League,35,1984
2429,Marco Silvestri\Marco-Silvestri,ITA,GK,Hellas Verona,it Serie A,29,1991
2430,Mohamed Simakan\Mohamed-Simakan,FRA,DF,Strasbourg,fr Ligue 1,20,2000
2431,Giovanni Simeone\Giovanni-Simeone,ARG,FW,Cagliari,it Serie A,25,1995
2432,Moses Simon\Moses-Simon,NGA,FWMF,Nantes,fr Ligue 1,25,1995
2433,Unai Simón\Unai-Simon,ESP,GK,Athletic Club,es La Liga,23,1997
2434,Xavi Simons\Xavi-Simons,NED,MF,Paris S-G,fr Ligue 1,17,2003
2435,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,FRO,MFFW,Arminia,de Bundesliga,29,1991
2436,Wilfried Singo\Wilfried-Singo,CIV,DF,Torino,it Serie A,19,2000
2437,Daley Sinkgraven\Daley-Sinkgraven,NED,DF,Leverkusen,de Bundesliga,25,1995
2438,Dimitris Siovas\Dimitris-Siovas,GRE,DF,Huesca,es La Liga,31,1988
2439,Tobias Sippel\Tobias-Sippel,GER,GK,M'Gladbach,de Bundesliga,32,1988
2440,Salvatore Sirigu\Salvatore-Sirigu,ITA,GK,Torino,it Serie A,33,1987
2441,Issouf Sissokho\Issouf-Sissokho,MLI,MF,Bordeaux,fr Ligue 1,18,2002
2442,Ibrahima Sissoko\Ibrahima-Sissoko,FRA,MF,Strasbourg,fr Ligue 1,22,1997
2443,Moussa Sissoko\Moussa-Sissoko,FRA,MF,Tottenham,eng Premier League,30,1989
2444,Nelson Sissoko\Nelson-Sissoko,FRA,DF,Saint-Étienne,fr Ligue 1,23,1997
2445,Antonio Sivera\Antonio-Sivera,ESP,GK,Alavés,es La Liga,23,1996
2446,Jacques Siwe\Jacques-Siwe,FRA,FW,Dijon,fr Ligue 1,19,2001
2447,Ellyes Skhiri\Ellyes-Skhiri,TUN,MF,Köln,de Bundesliga,25,1995
2448,Łukasz Skorupski\Lukasz-Skorupski,POL,GK,Bologna,it Serie A,29,1991
2449,Andreas Skov Olsen\Andreas-Skov-Olsen,DEN,FWDF,Bologna,it Serie A,20,1999
2450,Robert Skov\Robert-Skov,DEN,FWDF,Hoffenheim,de Bundesliga,24,1996
2451,Milan Škriniar\Milan-Skriniar,SVK,DF,Inter,it Serie A,25,1995
2452,Steven Skrzybski\Steven-Skrzybski,GER,FWDF,Schalke 04,de Bundesliga,27,1992
2453,Petar Škuletić\Petar-Skuletic,SRB,FWMF,Montpellier,fr Ligue 1,30,1990
2454,Islam Slimani\Islam-Slimani,ALG,FW,Leicester City,eng Premier League,32,1988
2455,Islam Slimani\Islam-Slimani,ALG,FW,Lyon,fr Ligue 1,32,1988
2456,William Smallbone\William-Smallbone,IRL,MF,Southampton,eng Premier League,20,2000
2457,Chris Smalling\Chris-Smalling,ENG,DF,Roma,it Serie A,30,1989
2458,Emile Smith-Rowe\Emile-Smith-Rowe,ENG,MFFW,Arsenal,eng Premier League,20,2000
2459,Robert Snodgrass\Robert-Snodgrass,SCO,MFFW,West Brom,eng Premier League,32,1987
2460,Robert Snodgrass\Robert-Snodgrass,SCO,FWDF,West Ham,eng Premier League,32,1987
2461,Cédric Soares\Cedric-Soares,POR,DF,Arsenal,eng Premier League,28,1991
2462,Rafa Soares\Rafa-Soares,POR,DF,Eibar,es La Liga,25,1995
2463,Rubén Sobrino\Ruben-Sobrino,ESP,MFFW,Valencia,es La Liga,28,1992
2464,Rubén Sobrino\Ruben-Sobrino,ESP,FWMF,Cádiz,es La Liga,28,1992
2465,Simon Sohm\Simon-Sohm,SUI,MF,Parma,it Serie A,19,2001
2466,Augusto Solari\Augusto-Solari,ARG,MF,Celta Vigo,es La Liga,28,1992
2467,Roberto Soldado\Roberto-Soldado,ESP,FW,Granada,es La Liga,35,1985
2468,Carlos Soler\Carlos-Soler,ESP,MF,Valencia,es La Liga,23,1997
2469,Yann Sommer\Yann-Sommer,SUI,GK,M'Gladbach,de Bundesliga,31,1988
2470,Son\Son,ESP,DF,Levante,es La Liga,26,1994
2471,Brandon Soppy\Brandon-Soppy,FRA,DF,Rennes,fr Ligue 1,18,2002
2472,David Soria\David-Soria,ESP,GK,Getafe,es La Liga,27,1993
2473,Roberto Soriano\Roberto-Soriano,ITA,MF,Bologna,it Serie A,29,1991
2474,Alberto Soro\Alberto-Soro,ESP,FWMF,Granada,es La Liga,21,1999
2475,Borna Sosa\Borna-Sosa,CRO,DF,Stuttgart,de Bundesliga,22,1998
2476,Hugo Sotelo\Hugo-Sotelo,ESP,MF,Celta Vigo,es La Liga,16,2003
2477,Florian Sotoca\Florian-Sotoca,FRA,FW,Lens,fr Ligue 1,29,1990
2478,Riccardo Sottil\Riccardo-Sottil,ITA,MFFW,Cagliari,it Serie A,21,1999
2479,Cheick Souaré\Cheick-Souare,FRA,MF,Marseille,fr Ligue 1,17,2002
2480,Tomáš Souček\Tomas-Soucek,CZE,MF,West Ham,eng Premier League,25,1995
2481,Rayan Souici\Rayan-Souici,FRA,DF,Saint-Étienne,fr Ligue 1,22,1998
2482,Cebio Soukou\Cebio-Soukou,BEN,FWMF,Arminia,de Bundesliga,27,1992
2483,Adama Soumaoro\Adama-Soumaoro,FRA,DF,Bologna,it Serie A,28,1992
2484,Adama Soumaoro\Adama-Soumaoro,FRA,DF,Lille,fr Ligue 1,28,1992
2485,Boubakary Soumaré\Boubakary-Soumare,FRA,MF,Lille,fr Ligue 1,21,1999
2486,Yaya Soumaré\Yaya-Soumare,FRA,FW,Lyon,fr Ligue 1,20,2000
2487,Arnaud Souquet\Arnaud-Souquet,FRA,DF,Montpellier,fr Ligue 1,28,1992
2488,Ansou Sow\Ansou-Sow,FRA,MF,Lens,fr Ligue 1,20,2000
2489,Djibril Sow\Djibril-Sow,SUI,MF,Eint Frankfurt,de Bundesliga,23,1997
2490,Saidou Sow\Saidou-Sow,GUI,DF,Saint-Étienne,fr Ligue 1,18,2002
2491,Çağlar Söyüncü\Caglar-Soyuncu,TUR,DF,Leicester City,eng Premier League,24,1996
2492,Leonardo Spinazzola\Leonardo-Spinazzola,ITA,DF,Roma,it Serie A,27,1993
2493,Marco Sportiello\Marco-Sportiello,ITA,GK,Atalanta,it Serie A,28,1992
2494,Mattia Sprocati\Mattia-Sprocati,ITA,FW,Parma,it Serie A,27,1993
2495,Jerry St. Juste\Jerry-St-Juste,NED,DF,Mainz 05,de Bundesliga,23,1996
2496,Benjamin Stambouli\Benjamin-Stambouli,FRA,MFDF,Schalke 04,de Bundesliga,29,1990
2497,Josip Stanišić\Josip-Stanisic,GER,DF,Bayern Munich,de Bundesliga,20,2000
2498,Niklas Stark\Niklas-Stark,GER,DFMF,Hertha BSC,de Bundesliga,25,1995
2499,Renato Steffen\Renato-Steffen,SUI,FWMF,Wolfsburg,de Bundesliga,28,1991
2500,Zack Steffen\Zack-Steffen,USA,GK,Manchester City,eng Premier League,25,1995
2501,Pascal Stenzel\Pascal-Stenzel,GER,DF,Stuttgart,de Bundesliga,24,1996
2502,Dale Stephens\Dale-Stephens,ENG,MF,Burnley,eng Premier League,31,1989
2503,Jack Stephens\Jack-Stephens,ENG,DF,Southampton,eng Premier League,26,1994
2504,Raheem Sterling\Raheem-Sterling,ENG,FW,Manchester City,eng Premier League,25,1994
2505,Enda Stevens\Enda-Stevens,IRL,DF,Sheffield Utd,eng Premier League,30,1990
2506,Lars Stindl\Lars-Stindl,GER,MFFW,M'Gladbach,de Bundesliga,31,1988
2507,Kevin Stöger\Kevin-Stoger,AUT,MFFW,Mainz 05,de Bundesliga,26,1993
2508,John Stones\John-Stones,ENG,DF,Manchester City,eng Premier League,26,1994
2509,Thomas Strakosha\Thomas-Strakosha,ALB,GK,Lazio,it Serie A,25,1995
2510,Tobias Strobl\Tobias-Strobl,GER,MF,Augsburg,de Bundesliga,30,1990
2511,Kevin Strootman\Kevin-Strootman,NED,MF,Genoa,it Serie A,30,1990
2512,Kevin Strootman\Kevin-Strootman,NED,MF,Marseille,fr Ligue 1,30,1990
2513,Pascal Struijk\Pascal-Struijk,NED,DFMF,Leeds United,eng Premier League,20,1999
2514,Jens Stryger Larsen\Jens-Stryger-Larsen,DEN,DF,Udinese,it Serie A,29,1991
2515,Stefano Sturaro\Stefano-Sturaro,ITA,MF,Hellas Verona,it Serie A,27,1993
2516,Stefano Sturaro\Stefano-Sturaro,ITA,MF,Genoa,it Serie A,27,1993
2517,Damián Suárez\Damian-Suarez,URU,DF,Getafe,es La Liga,32,1988
2518,Denis Suárez\Denis-Suarez,ESP,MF,Celta Vigo,es La Liga,26,1994
2519,Luis Suárez\Luis-Suarez,URU,FW,Atlético Madrid,es La Liga,33,1987
2520,Marek Suchý\Marek-Suchy,CZE,DF,Augsburg,de Bundesliga,32,1988
2521,Niklas Süle\Niklas-Sule,GER,DF,Bayern Munich,de Bundesliga,24,1995
2522,Suso\Suso,ESP,FW,Sevilla,es La Liga,26,1993
2523,Bosko Sutalo\Bosko-Sutalo,CRO,DF,Atalanta,it Serie A,20,2000
2524,Mattias Svanberg\Mattias-Svanberg,SWE,MF,Bologna,it Serie A,21,1999
2525,Abdoulaye Sylla\Abdoulaye-Sylla,GUI,DF,Nantes,fr Ligue 1,20,2000
2526,Issiaga Sylla\Issiaga-Sylla,GUI,DF,Lens,fr Ligue 1,26,1994
2527,Eddy Sylvestre\Eddy-Sylvestre,FRA,FWMF,Nice,fr Ligue 1,20,1999
2528,Ádám Szalai\Adam-Szalai,HUN,FW,Mainz 05,de Bundesliga,32,1987
2529,Wojciech Szczęsny\Wojciech-Szczesny,POL,GK,Juventus,it Serie A,30,1990
2530,Frederik Sørensen\Frederik-Sorensen,DEN,DF,Köln,de Bundesliga,28,1992
2531,Alexander Sørloth\Alexander-Sorloth,NOR,FW,RB Leipzig,de Bundesliga,24,1995
2532,Tachi\Tachi,ESP,DF,Alavés,es La Liga,22,1997
2533,Jonathan Tah\Jonathan-Tah,GER,DF,Leverkusen,de Bundesliga,24,1996
2534,Waniss Taibi\Waniss-Taibi,FRA,MF,Angers,fr Ligue 1,18,2002
2535,Flavien Tait\Flavien-Tait,FRA,MFFW,Rennes,fr Ligue 1,27,1993
2536,Adrien Tameze\Adrien-Tameze,CMR,MF,Hellas Verona,it Serie A,26,1994
2537,Japhet Tanganga\Japhet-Tanganga,ENG,DF,Tottenham,eng Premier League,21,1999
2538,Renato Tapia\Renato-Tapia,PER,MF,Celta Vigo,es La Liga,25,1995
2539,Edmond Tapsoba\Edmond-Tapsoba,BFA,DF,Leverkusen,de Bundesliga,21,1999
2540,Matt Targett\Matt-Targett,ENG,DF,Aston Villa,eng Premier League,24,1995
2541,James Tarkowski\James-Tarkowski,ENG,DF,Burnley,eng Premier League,27,1992
2542,Ciprian Tătărușanu\Ciprian-Tatarusanu,ROU,GK,Milan,it Serie A,34,1986
2543,Percy Tau\Percy-Tau,RSA,FWMF,Brighton,eng Premier League,26,1994
2544,Niklas Tauer\Niklas-Tauer,GER,MFDF,Mainz 05,de Bundesliga,19,2001
2545,Heriberto Tavares\Heriberto-Tavares,POR,MFFW,Brest,fr Ligue 1,23,1997
2546,Sidnei Tavares\Sidnei-Tavares,POR,MF,Leicester City,eng Premier League,18,2001
2547,Tomás Tavares\Tomas-Tavares,POR,MFDF,Alavés,es La Liga,19,2001
2548,Charlie Taylor\Charlie-Taylor,ENG,DF,Burnley,eng Premier League,26,1993
2549,Neil Taylor\Neil-Taylor,WAL,DF,Aston Villa,eng Premier League,31,1989
2550,Allan Tchaptchet\Allan-Tchaptchet,FRA,DF,Southampton,eng Premier League,18,2001
2551,Warren Tchimbembé\Warren-Tchimbembe,FRA,MFFW,Metz,fr Ligue 1,22,1998
2552,Aurélien Tchouaméni\Aurelien-Tchouameni,FRA,MF,Monaco,fr Ligue 1,20,2000
2553,Álvaro Tejero\Alvaro-Tejero,ESP,DF,Eibar,es La Liga,24,1996
2554,Nathan Tella\Nathan-Tella,ENG,FWMF,Southampton,eng Premier League,21,1999
2555,Alex Telles\Alex-Telles,BRA,DF,Manchester Utd,eng Premier League,27,1992
2556,Andrés Tello\Andres-Tello,COL,DFMF,Benevento,it Serie A,23,1996
2557,Cristian Tello\Cristian-Tello,ESP,FWMF,Betis,es La Liga,28,1991
2558,Lino Tempelmann\Lino-Tempelmann,GER,MFDF,Freiburg,de Bundesliga,21,1999
2559,Hidde ter Avest\Hidde-ter-Avest,NED,DF,Udinese,it Serie A,23,1997
2560,Marc-André ter Stegen\Marc-Andre-ter-Stegen,GER,GK,Barcelona,es La Liga,28,1992
2561,Pietro Terracciano\Pietro-Terracciano,ITA,GK,Fiorentina,it Serie A,30,1990
2562,Martin Terrier\Martin-Terrier,FRA,FWMF,Rennes,fr Ligue 1,23,1997
2563,Claudio Terzi\Claudio-Terzi,ITA,DF,Spezia,it Serie A,36,1984
2564,Kenny Tete\Kenny-Tete,NED,DF,Fulham,eng Premier League,24,1995
2565,Kenny Tete\Kenny-Tete,NED,DF,Lyon,fr Ligue 1,24,1995
2566,Cedric Teuchert\Cedric-Teuchert,GER,FWMF,Union Berlin,de Bundesliga,23,1997
2567,Florian Thauvin\Florian-Thauvin,FRA,FWMF,Marseille,fr Ligue 1,27,1993
2568,Malick Thiaw\Malick-Thiaw,GER,DF,Schalke 04,de Bundesliga,18,2001
2569,Jan Thielmann\Jan-Thielmann,GER,FWMF,Köln,de Bundesliga,18,2002
2570,Sada Thioub\Sada-Thioub,SEN,FWMF,Angers,fr Ligue 1,25,1995
2571,William Thomas Fish\William-Thomas-Fish,ENG,DF,Manchester Utd,eng Premier League,17,2003
2572,Luke Thomas\Luke-Thomas,ENG,DF,Leicester City,eng Premier League,19,2001
2573,Romain Thomas\Romain-Thomas,FRA,DF,Angers,fr Ligue 1,32,1988
2574,Adrien Thomasson\Adrien-Thomasson,FRA,MF,Strasbourg,fr Ligue 1,26,1993
2575,Erik Thommy\Erik-Thommy,GER,DFFW,Stuttgart,de Bundesliga,25,1994
2576,Morten Thorsby\Morten-Thorsby,NOR,MF,Sampdoria,it Serie A,24,1996
2577,Marcus Thuram\Marcus-Thuram,FRA,FW,M'Gladbach,de Bundesliga,22,1997
2578,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,FRA,MF,Nice,fr Ligue 1,19,2001
2579,Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,SEN,MF,Metz,fr Ligue 1,21,1999
2580,Youri Tielemans\Youri-Tielemans,BEL,MF,Leicester City,eng Premier League,23,1997
2581,Kieran Tierney\Kieran-Tierney,SCO,DF,Arsenal,eng Premier League,23,1997
2582,Steffen Tigges\Steffen-Tigges,GER,FW,Dortmund,de Bundesliga,22,1998
2583,Guus Til\Guus-Til,NED,FW,Freiburg,de Bundesliga,22,1997
2584,David Timor\David-Timor,ESP,MFDF,Getafe,es La Liga,30,1989
2585,Jean-Clair Todibo\Jean-Clair-Todibo,FRA,DF,Nice,fr Ligue 1,20,1999
2586,Karl Toko Ekambi\Karl-Toko-Ekambi,CMR,FW,Lyon,fr Ligue 1,27,1992
2587,Corentin Tolisso\Corentin-Tolisso,FRA,MF,Bayern Munich,de Bundesliga,25,1994
2588,Jeremy Toljan\Jeremy-Toljan,GER,DF,Sassuolo,it Serie A,25,1994
2589,Rafael Tolói\Rafael-Toloi,ITA,DF,Atalanta,it Serie A,29,1990
2590,Takehiro Tomiyasu\Takehiro-Tomiyasu,JPN,DF,Bologna,it Serie A,21,1998
2591,James Tomkins\James-Tomkins,ENG,DF,Crystal Palace,eng Premier League,31,1989
2592,Fikayo Tomori\Fikayo-Tomori,ENG,DF,Chelsea,eng Premier League,22,1997
2593,Fikayo Tomori\Fikayo-Tomori,ENG,DF,Milan,it Serie A,22,1997
2594,Sandro Tonali\Sandro-Tonali,ITA,MF,Milan,it Serie A,20,2000
2595,Lorenzo Tonelli\Lorenzo-Tonelli,ITA,DF,Sampdoria,it Serie A,30,1990
2596,Toño\Tono,ESP,DF,Levante,es La Liga,30,1989
2597,Ömer Toprak\Omer-Toprak,TUR,DF,Werder Bremen,de Bundesliga,31,1989
2598,Tyron Tormin\Tyron-Tormin,FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2001
2599,Ernesto Torregrossa\Ernesto-Torregrossa,ITA,FW,Sampdoria,it Serie A,28,1992
2600,Lucas Torreira\Lucas-Torreira,URU,MFFW,Atlético Madrid,es La Liga,24,1996
2601,Ferrán Torres\Ferran-Torres,ESP,FWMF,Manchester City,eng Premier League,20,2000
2602,Óliver Torres\Oliver-Torres,ESP,MFFW,Sevilla,es La Liga,25,1994
2603,Pau Torres\Pau-Torres,ESP,DF,Villarreal,es La Liga,23,1997
2604,Roberto Torres\Roberto-Torres,ESP,MFFW,Osasuna,es La Liga,31,1989
2605,Lucas Torró\Lucas-Torro,ESP,MF,Osasuna,es La Liga,26,1994
2606,Jordan Torunarigha\Jordan-Torunarigha,GER,DF,Hertha BSC,de Bundesliga,22,1997
2607,Cenk Tosun\Cenk-Tosun,TUR,FW,Everton,eng Premier League,29,1991
2608,Abdoulaye Touré\Abdoulaye-Toure,FRA,MF,Nantes,fr Ligue 1,26,1994
2609,Almamy Touré\Almamy-Toure,MLI,DF,Eint Frankfurt,de Bundesliga,24,1996
2610,Lucas Tousart\Lucas-Tousart,FRA,MF,Hertha BSC,de Bundesliga,23,1997
2611,Andros Townsend\Andros-Townsend,ENG,MFFW,Crystal Palace,eng Premier League,29,1991
2612,Conor Townsend\Conor-Townsend,ENG,DF,West Brom,eng Premier League,27,1993
2613,Mattéo Tramoni\Matteo-Tramoni,FRA,FWMF,Cagliari,it Serie A,20,2000
2614,Adama Traoré\Adama-Traore,ESP,FW,Wolves,eng Premier League,24,1996
2615,Amadou Traore\Amadou-Traore,FRA,MFFW,Bordeaux,fr Ligue 1,18,2002
2616,Bertrand Traoré\Bertrand-Traore,BFA,FW,Aston Villa,eng Premier League,24,1995
2617,Boubacar Traoré\Boubacar-Traore,MLI,MF,Metz,fr Ligue 1,18,2001
2618,Chaka Traorè\Chaka-Traore,CIV,DFFW,Parma,it Serie A,15,2004
2619,Charles Traore\Charles-Traore,MLI,DF,Nantes,fr Ligue 1,28,1992
2620,Cheick Traoré\Cheick-Traore,MLI,DF,Lens,fr Ligue 1,25,1995
2621,Hamari Traoré\Hamari-Traore,MLI,DF,Rennes,fr Ligue 1,28,1992
2622,Ibrahima Traoré\Ibrahima-Traore,GUI,FWDF,M'Gladbach,de Bundesliga,32,1988
2623,Ismaël Traoré\Ismael-Traore,CIV,DF,Angers,fr Ligue 1,33,1986
2624,Kevin Trapp\Kevin-Trapp,GER,GK,Eint Frankfurt,de Bundesliga,30,1990
2625,Miguel Trauco\Miguel-Trauco,PER,DF,Saint-Étienne,fr Ligue 1,27,1992
2626,Trézéguet\Trezeguet,EGY,FW,Aston Villa,eng Premier League,25,1994
2627,Manu Trigueros\Manu-Trigueros,ESP,MF,Villarreal,es La Liga,28,1991
2628,Christopher Trimmel\Christopher-Trimmel,AUT,DF,Union Berlin,de Bundesliga,33,1987
2629,Francisco Trincão\Francisco-Trincao,POR,FWMF,Barcelona,es La Liga,20,1999
2630,Alessandro Tripaldelli\Alessandro-Tripaldelli,ITA,DF,Cagliari,it Serie A,21,1999
2631,Kieran Trippier\Kieran-Trippier,ENG,DF,Atlético Madrid,es La Liga,29,1990
2632,Leandro Trossard\Leandro-Trossard,BEL,FWMF,Brighton,eng Premier League,25,1994
2633,Alexis Trouillet\Alexis-Trouillet,FRA,MF,Nice,fr Ligue 1,19,2000
2634,Adrien Truffert\Adrien-Truffert,FRA,DFMF,Rennes,fr Ligue 1,18,2001
2635,Marvin Tshibuabua\Marvin-Tshibuabua,FRA,DF,Saint-Étienne,fr Ligue 1,18,2002
2636,Kostas Tsimikas\Kostas-Tsimikas,GRE,DF,Liverpool,eng Premier League,24,1996
2637,Axel Tuanzebe\Axel-Tuanzebe,ENG,DF,Manchester Utd,eng Premier League,22,1997
2638,Alessandro Tuia\Alessandro-Tuia,ITA,DF,Benevento,it Serie A,30,1990
2639,Ľubomír Tupta\Lubomir-Tupta,SVK,MF,Hellas Verona,it Serie A,22,1998
2640,Tuta\Tuta,BRA,DF,Eint Frankfurt,de Bundesliga,21,1999
2641,Iyenoma Udogie\Iyenoma-Udogie,ITA,DFMF,Hellas Verona,it Serie A,17,2002
2642,Matthieu Udol\Matthieu-Udol,FRA,DF,Metz,fr Ligue 1,24,1996
2643,Naomichi Ueda\Naomichi-Ueda,JPN,DF,Nîmes,fr Ligue 1,25,1994
2644,Chimuanya Ugochukwu\Chimuanya-Ugochukwu,FRA,MF,Rennes,fr Ligue 1,16,2004
2645,Hwang Ui-jo\Hwang-Ui-jo,KOR,FWMF,Bordeaux,fr Ligue 1,27,1992
2646,Samir Ujkani\Samir-Ujkani,KVX,GK,Torino,it Serie A,32,1988
2647,Samuel Umtiti\Samuel-Umtiti,FRA,DF,Barcelona,es La Liga,26,1993
2648,Enes Ünal\Enes-Unal,TUR,FW,Getafe,es La Liga,23,1997
2649,Cengiz Ünder\Cengiz-Under,TUR,MFFW,Leicester City,eng Premier League,23,1997
2650,Dayot Upamecano\Dayot-Upamecano,FRA,DF,RB Leipzig,de Bundesliga,21,1998
2651,Kacper Urbanski\Kacper-Urbanski,POL,MF,Bologna,it Serie A,15,2004
2652,Mark Uth\Mark-Uth,GER,FWMF,Schalke 04,de Bundesliga,28,1991
2653,Tomáš Vaclík\Tomas-Vaclik,CZE,GK,Sevilla,es La Liga,31,1989
2654,Eugeni Valderrama\Eugeni-Valderrama,ESP,FWMF,Huesca,es La Liga,26,1994
2655,Lautaro Valenti\Lautaro-Valenti,ARG,DF,Parma,it Serie A,21,1999
2656,Antoine Valerio\Antoine-Valerio,FRA,MF,Nîmes,fr Ligue 1,20,1999
2657,Borja Valero\Borja-Valero,ESP,MFFW,Fiorentina,it Serie A,35,1985
2658,Yan Valery\Yan-Valery,FRA,DFMF,Southampton,eng Premier League,21,1999
2659,Jesús Vallejo\Jesus-Vallejo,ESP,DF,Granada,es La Liga,23,1997
2660,Manu Vallejo\Manu-Vallejo,ESP,FW,Valencia,es La Liga,23,1997
2661,Federico Valverde\Federico-Valverde,URU,MF,Real Madrid,es La Liga,22,1998
2662,Raphaël Varane\Raphael-Varane,FRA,DF,Real Madrid,es La Liga,27,1993
2663,Jamie Vardy\Jamie-Vardy,ENG,FW,Leicester City,eng Premier League,33,1987
2664,Ruben Vargas\Ruben-Vargas,SUI,MFFW,Augsburg,de Bundesliga,21,1998
2665,Denis Vavro\Denis-Vavro,SVK,DF,Lazio,it Serie A,24,1996
2666,Denis Vavro\Denis-Vavro,SVK,DF,Huesca,es La Liga,24,1996
2667,Franco Vázquez\Franco-Vazquez,ARG,FWMF,Sevilla,es La Liga,31,1989
2668,Kevin Vázquez\Kevin-Vazquez,ESP,DF,Celta Vigo,es La Liga,27,1993
2669,Lucas Vázquez\Lucas-Vazquez,ESP,DFFW,Real Madrid,es La Liga,29,1991
2670,Matías Vecino\Matias-Vecino,URU,MF,Inter,it Serie A,28,1991
2671,Koke Vegas\Koke-Vegas,ESP,GK,Levante,es La Liga,24,1995
2672,Gabriel Veiga\Gabriel-Veiga,ESP,MFDF,Celta Vigo,es La Liga,18,2002
2673,Miloš Veljković\Milos-Veljkovic,SRB,DF,Werder Bremen,de Bundesliga,24,1995
2674,Miguel Veloso\Miguel-Veloso,POR,MF,Hellas Verona,it Serie A,34,1986
2675,Joël Veltman\Joel-Veltman,NED,DF,Brighton,eng Premier League,28,1992
2676,Unai Vencedor Paris\Unai-Vencedor-Paris,ESP,MF,Athletic Club,es La Liga,19,2000
2677,Lorenzo Venuti\Lorenzo-Venuti,ITA,DF,Fiorentina,it Serie A,25,1995
2678,Daniele Verde\Daniele-Verde,ITA,FW,Spezia,it Serie A,24,1996
2679,Simone Verdi\Simone-Verdi,ITA,MFFW,Torino,it Serie A,28,1992
2680,Gonzalo Verdú\Gonzalo-Verdu,ESP,DF,Elche,es La Liga,31,1988
2681,Jordan Veretout\Jordan-Veretout,FRA,MF,Roma,it Serie A,27,1993
2682,Edoardo Vergani\Edoardo-Vergani,ITA,FW,Bologna,it Serie A,19,2001
2683,Marco Verratti\Marco-Verratti,ITA,MF,Paris S-G,fr Ligue 1,27,1992
2684,Valerio Verre\Valerio-Verre,ITA,MF,Sampdoria,it Serie A,26,1994
2685,Mikel Vesga\Mikel-Vesga,ESP,MF,Athletic Club,es La Liga,27,1993
2686,Jannik Vestergaard\Jannik-Vestergaard,DEN,DF,Southampton,eng Premier League,27,1992
2687,Rúben Vezo\Ruben-Vezo,POR,DF,Levante,es La Liga,26,1994
2688,Guglielmo Vicario\Guglielmo-Vicario,ITA,GK,Cagliari,it Serie A,23,1996
2689,Iñigo Vicente\Inigo-Vicente,ESP,FWMF,Athletic Club,es La Liga,22,1998
2690,Fede Vico\Fede-Vico,ESP,MFFW,Granada,es La Liga,26,1994
2691,Aleix Vidal\Aleix-Vidal,ESP,DF,Sevilla,es La Liga,30,1989
2692,Arturo Vidal\Arturo-Vidal,CHI,MF,Inter,it Serie A,33,1987
2693,Clément Vidal\Clement-Vidal,FRA,DF,Montpellier,fr Ligue 1,20,2000
2694,Nacho Vidal\Nacho-Vidal,ESP,DF,Osasuna,es La Liga,25,1995
2695,Ronaldo Vieira\Ronaldo-Vieira,GNB,MF,Hellas Verona,it Serie A,22,1998
2696,Luca Vignali\Luca-Vignali,ITA,DF,Spezia,it Serie A,24,1996
2697,Emanuel Vignato\Emanuel-Vignato,ITA,FWMF,Bologna,it Serie A,19,2000
2698,Toni Villa\Toni-Villa,ESP,MFFW,Valladolid,es La Liga,25,1995
