Rk,Player,Nation,Pos,Squad,Comp,Age,Born
2114,Andrea Poli\Andrea-Poli,ITA,MF,Bologna,it Serie A,30,1989
2115,Matteo Politano\Matteo-Politano,ITA,FW,Napoli,it Serie A,26,1993
2116,Jorge Pombo\Jorge-Pombo,ESP,FWMF,Cádiz,es La Liga,26,1994
2117,Marin Pongračić\Marin-Pongracic,CRO,DF,Wolfsburg,de Bundesliga,22,1997
2118,Pere Pons\Pere-Pons,ESP,MF,Alavés,es La Liga,27,1993
2119,Nick Pope\Nick-Pope,ENG,GK,Burnley,eng Premier League,28,1992
2120,Manolo Portanova\Manolo-Portanova,ITA,DFMF,Genoa,it Serie A,20,2000
2121,Manolo Portanova\Manolo-Portanova,ITA,FWMF,Juventus,it Serie A,20,2000
2122,Francisco Portillo\Francisco-Portillo,ESP,MFFW,Getafe,es La Liga,30,1990
2123,Portu\Portu,ESP,FWMF,Real Sociedad,es La Liga,28,1992
2124,Stefan Posch\Stefan-Posch,AUT,DF,Hoffenheim,de Bundesliga,23,1997
2125,Sergio Postigo\Sergio-Postigo,ESP,DF,Levante,es La Liga,31,1988
2126,Yussuf Poulsen\Yussuf-Poulsen,DEN,FW,RB Leipzig,de Bundesliga,26,1994
2127,Maxime Poundjé\Maxime-Poundje,FRA,DF,Bordeaux,fr Ligue 1,27,1992
2128,Darío Poveda\Dario-Poveda,ESP,FW,Getafe,es La Liga,23,1997
2129,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,ESP,DFMF,Eibar,es La Liga,21,1999
2130,Dennis Praet\Dennis-Praet,BEL,MFFW,Leicester City,eng Premier League,26,1994
2131,Sanjin Prcić\Sanjin-Prcic,BIH,MF,Strasbourg,fr Ligue 1,26,1993
2132,Nicolas de Préville\Nicolas-de-Preville,FRA,FWMF,Bordeaux,fr Ligue 1,29,1991
2133,Manuel Prietl\Manuel-Prietl,AUT,MF,Arminia,de Bundesliga,28,1991
2134,Grischa Prömel\Grischa-Promel,GER,MF,Union Berlin,de Bundesliga,25,1995
2135,Davy Pröpper\Davy-Propper,NED,MF,Brighton,eng Premier League,28,1991
2136,Ivan Provedel\Ivan-Provedel,ITA,GK,Spezia,it Serie A,26,1994
2137,Antonio Puertas\Antonio-Puertas,ESP,FWMF,Granada,es La Liga,28,1992
2138,Riqui Puig\Riqui-Puig,ESP,MF,Barcelona,es La Liga,20,1999
2139,Erick Pulgar\Erick-Pulgar,CHI,MF,Fiorentina,it Serie A,26,1994
2140,Jorge Pulido\Jorge-Pulido,ESP,DF,Huesca,es La Liga,29,1991
2141,Christian Pulisic\Christian-Pulisic,USA,FWMF,Chelsea,eng Premier League,21,1998
2142,Ignacio Pussetto\Ignacio-Pussetto,ARG,FW,Udinese,it Serie A,24,1995
2143,Fabio Quagliarella\Fabio-Quagliarella,ITA,FW,Sampdoria,it Serie A,37,1983
2144,Robin Quaison\Robin-Quaison,SWE,FWMF,Mainz 05,de Bundesliga,26,1993
2145,Domingos Quina\Domingos-Quina,POR,MF,Granada,es La Liga,20,1999
2146,Quini\Quini,ESP,DF,Granada,es La Liga,30,1989
2147,Quique\Quique,ESP,FWMF,Eibar,es La Liga,30,1990
2148,Dani Raba\Dani-Raba,ESP,MF,Villarreal,es La Liga,24,1995
2149,Simone Rabbi\Simone-Rabbi,ITA,FW,Bologna,it Serie A,18,2001
2150,Adrien Rabiot\Adrien-Rabiot,FRA,MF,Juventus,it Serie A,25,1995
2151,Uroš Račić\Uros-Racic,SRB,MF,Valencia,es La Liga,22,1998
2152,Anthony Racioppi\Anthony-Racioppi,SUI,GK,Dijon,fr Ligue 1,21,1998
2153,Nemanja Radoja\Nemanja-Radoja,SRB,MF,Levante,es La Liga,27,1993
2154,Nemanja Radonjić\Nemanja-Radonjic,SRB,FW,Marseille,fr Ligue 1,24,1996
2155,Nemanja Radonjić\Nemanja-Radonjic,SRB,FWDF,Hertha BSC,de Bundesliga,24,1996
2156,Aleksandar Radovanović\Aleksandar-Radovanovic,SRB,DF,Lens,fr Ligue 1,26,1993
2157,Ivan Radovanović\Ivan-Radovanovic,SRB,DFMF,Genoa,it Serie A,31,1988
2158,Ionuț Radu\Ionut-Radu,ROU,GK,Inter,it Serie A,23,1997
2159,Ștefan Radu\Stefan-Radu,ROU,DF,Lazio,it Serie A,33,1986
2160,Rafael\Rafael,BRA,GK,Spezia,it Serie A,38,1982
2161,Rafinha\Rafinha,BRA,MF,Paris S-G,fr Ligue 1,27,1993
2162,Antonio Raimondo\Antonio-Raimondo,ITA,FW,Bologna,it Serie A,16,2004
2163,Predrag Rajković\Predrag-Rajkovic,SRB,GK,Reims,fr Ligue 1,24,1995
2164,Ivan Rakitić\Ivan-Rakitic,CRO,MF,Sevilla,es La Liga,32,1988
2165,Jonás Ramalho\Jonas-Ramalho,ESP,DF,Osasuna,es La Liga,27,1993
2166,Benito Raman\Benito-Raman,BEL,FWMF,Schalke 04,de Bundesliga,25,1994
2167,Gastón Ramírez\Gaston-Ramirez,URU,MFFW,Sampdoria,it Serie A,29,1990
2168,Sandro Ramírez\Sandro-Ramirez,ESP,FWMF,Huesca,es La Liga,25,1995
2169,Sergio Ramos\Sergio-Ramos,ESP,DF,Real Madrid,es La Liga,34,1986
2170,Aaron Ramsdale\Aaron-Ramsdale,ENG,GK,Sheffield Utd,eng Premier League,22,1998
2171,Aaron Ramsey\Aaron-Ramsey,WAL,MF,Juventus,it Serie A,29,1990
2172,Jacob Ramsey\Jacob-Ramsey,ENG,MF,Aston Villa,eng Premier League,19,2001
2173,Kayne Ramsey\Kayne-Ramsey,ENG,DF,Southampton,eng Premier League,19,2000
2174,Darren Randolph\Darren-Randolph,IRL,GK,West Ham,eng Premier League,33,1987
2175,Andrea Ranocchia\Andrea-Ranocchia,ITA,DF,Inter,it Serie A,32,1988
2176,Marcus Rashford\Marcus-Rashford,ENG,FW,Manchester Utd,eng Premier League,22,1997
2177,Milot Rashica\Milot-Rashica,KVX,FWMF,Werder Bremen,de Bundesliga,24,1996
2178,Giacomo Raspadori\Giacomo-Raspadori,ITA,FWMF,Sassuolo,it Serie A,20,2000
2179,Federico Ravaglia\Federico-Ravaglia,ITA,GK,Bologna,it Serie A,20,1999
2180,Tim Ream\Tim-Ream,USA,DF,Fulham,eng Premier League,32,1987
2181,Ante Rebić\Ante-Rebic,CRO,FW,Milan,it Serie A,26,1993
2182,Arkadiusz Reca\Arkadiusz-Reca,POL,DF,Crotone,it Serie A,25,1995
2183,Recio\Recio,ESP,MF,Eibar,es La Liga,29,1991
2184,Daishawn Redan\Daishawn-Redan,NED,FWMF,Hertha BSC,de Bundesliga,19,2001
2185,Nathan Redmond\Nathan-Redmond,ENG,MFFW,Southampton,eng Premier League,26,1994
2186,Harrison Reed\Harrison-Reed,ENG,MF,Fulham,eng Premier League,25,1995
2187,Vasco Regini\Vasco-Regini,ITA,DF,Sampdoria,it Serie A,29,1990
2188,Sergio Reguilón\Sergio-Reguilon,ESP,DF,Tottenham,eng Premier League,23,1996
2189,Bobby Reid\Bobby-Reid,JAM,MFDF,Fulham,eng Premier League,27,1993
2190,Pepe Reina\Pepe-Reina,ESP,GK,Lazio,it Serie A,37,1982
2191,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,FRA,MFFW,Nice,fr Ligue 1,22,1998
2192,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,FRA,FW,Lyon,fr Ligue 1,22,1998
2193,Reinier\Reinier,BRA,MFFW,Dortmund,de Bundesliga,18,2002
2194,Francisco Reis Ferreira\Francisco-Reis-Ferreira,POR,DF,Valencia,es La Liga,23,1997
2195,Rocco Reitz\Rocco-Reitz,GER,MF,M'Gladbach,de Bundesliga,18,2002
2196,Karim Rekik\Karim-Rekik,NED,DF,Sevilla,es La Liga,25,1994
2197,Álex Remiro\Alex-Remiro,ESP,GK,Real Sociedad,es La Liga,25,1995
2198,Panagiotis Retsos\Panagiotis-Retsos,GRE,DF,Saint-Étienne,fr Ligue 1,21,1998
2199,Marco Reus\Marco-Reus,GER,MFFW,Dortmund,de Bundesliga,31,1989
2200,Elvis Rexhbeçaj\Elvis-Rexhbecaj,GER,MFFW,Köln,de Bundesliga,22,1997
2201,Oriol Rey\Oriol-Rey,ESP,MF,Valladolid,es La Liga,22,1998
2202,Gio Reyna\Gio-Reyna,USA,FWMF,Dortmund,de Bundesliga,17,2002
2203,Baptiste Reynet\Baptiste-Reynet,FRA,GK,Nîmes,fr Ligue 1,29,1990
2204,Bryan Reynolds\Bryan-Reynolds,USA,DF,Roma,it Serie A,19,2001
2205,Franck Ribéry\Franck-Ribery,FRA,FW,Fiorentina,it Serie A,37,1983
2206,Ricard\Ricard,ESP,DF,Atlético Madrid,es La Liga,20,2000
2207,Federico Ricci\Federico-Ricci,ITA,FW,Sassuolo,it Serie A,26,1994
2208,Giacomo Ricci\Giacomo-Ricci,ITA,DF,Parma,it Serie A,23,1996
2209,Matteo Ricci\Matteo-Ricci,ITA,MF,Spezia,it Serie A,26,1994
2210,Declan Rice\Declan-Rice,ENG,MF,West Ham,eng Premier League,21,1999
2211,Chris Richards\Chris-Richards,USA,DF,Hoffenheim,de Bundesliga,20,2000
2212,Chris Richards\Chris-Richards,USA,DF,Bayern Munich,de Bundesliga,20,2000
2213,Lewis Richardson\Lewis-Richardson,ENG,FWMF,Burnley,eng Premier League,17,2003
2214,Richarlison\Richarlison,BRA,FW,Everton,eng Premier League,23,1997
2215,Marco Richter\Marco-Richter,GER,FWMF,Augsburg,de Bundesliga,22,1997
2216,Mikel Rico\Mikel-Rico,ESP,MF,Huesca,es La Liga,35,1984
2217,Sergio Rico\Sergio-Rico,ESP,GK,Paris S-G,fr Ligue 1,26,1993
2218,Jaïro Riedewald\Jairo-Riedewald,NED,MF,Crystal Palace,eng Premier League,23,1996
2219,Emiliano Rigoni\Emiliano-Rigoni,ARG,MFFW,Elche,es La Liga,27,1993
2220,Tomás Rincón\Tomas-Rincon,VEN,MF,Torino,it Serie A,32,1988
2221,Luis Rioja\Luis-Rioja,ESP,MF,Alavés,es La Liga,26,1993
2222,Renaud Ripart\Renaud-Ripart,FRA,MFFW,Nîmes,fr Ligue 1,27,1993
2223,Andrea Rispoli\Andrea-Rispoli,ITA,DF,Crotone,it Serie A,31,1988
2224,Mihailo Ristić\Mihailo-Ristic,SRB,DF,Montpellier,fr Ligue 1,24,1995
2225,Matt Ritchie\Matt-Ritchie,SCO,DFMF,Newcastle Utd,eng Premier League,30,1989
2226,Maxence Rivera\Maxence-Rivera,FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002
2227,Emmanuel Rivière\Emmanuel-Riviere,FRA,FWMF,Crotone,it Serie A,30,1990
2228,Rober\Rober,ESP,DFMF,Levante,es La Liga,25,1995
2229,Roberto\Roberto,ESP,GK,Valladolid,es La Liga,34,1986
2230,Sergi Roberto\Sergi-Roberto,ESP,DF,Barcelona,es La Liga,28,1992
2231,Tyler Roberts\Tyler-Roberts,WAL,MFFW,Leeds United,eng Premier League,21,1999
2232,Andrew Robertson\Andrew-Robertson,SCO,DF,Liverpool,eng Premier League,26,1994
2233,Antonee Robinson\Antonee-Robinson,USA,DF,Fulham,eng Premier League,22,1997
2234,Callum Robinson\Callum-Robinson,IRL,FWMF,West Brom,eng Premier League,25,1995
2235,Jack Robinson\Jack-Robinson,ENG,DF,Sheffield Utd,eng Premier League,26,1993
2236,Joel Robles\Joel-Robles,ESP,GK,Betis,es La Liga,30,1990
2237,Hal Robson-Kanu\Hal-Robson-Kanu,WAL,FW,West Brom,eng Premier League,31,1989
2238,Marc Roca\Marc-Roca,ESP,MF,Bayern Munich,de Bundesliga,23,1996
2239,Christopher Rocchia\Christopher-Rocchia,FRA,DF,Marseille,fr Ligue 1,22,1998
2240,Rubén Rochina\Ruben-Rochina,ESP,MF,Levante,es La Liga,29,1991
2241,Marek Rodák\Marek-Rodak,SVK,GK,Fulham,eng Premier League,23,1996
2242,Sebastian Rode\Sebastian-Rode,GER,MF,Eint Frankfurt,de Bundesliga,29,1990
2243,Joe Rodon\Joe-Rodon,WAL,DF,Tottenham,eng Premier League,22,1997
2244,Rodri\Rodri,ESP,MF,Manchester City,eng Premier League,24,1996
2245,Rodrigo\Rodrigo,ESP,MFFW,Leeds United,eng Premier League,29,1991
2246,Rodrigo\Rodrigo,ESP,FWMF,Betis,es La Liga,20,2000
2247,Kévin Rodrigues\Kevin-Rodrigues,POR,DFMF,Eibar,es La Liga,26,1994
2248,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,ESP,MFFW,Sevilla,es La Liga,22,1998
2249,Ángel Rodríguez\Angel-Rodriguez,ESP,FWMF,Getafe,es La Liga,33,1987
2250,Guido Rodríguez\Guido-Rodriguez,ARG,MF,Betis,es La Liga,26,1994
2251,James Rodríguez\James-Rodriguez,COL,FWMF,Everton,eng Premier League,29,1991
2252,Jay Rodriguez\Jay-Rodriguez,ENG,FWMF,Burnley,eng Premier League,31,1989
2253,Miguel Rodríguez\Miguel-Rodriguez,ESP,FWMF,Celta Vigo,es La Liga,17,2003
2254,Ricardo Rodríguez\Ricardo-Rodriguez,SUI,DF,Torino,it Serie A,27,1992
2255,Víctor Rodríguez\Victor-Rodriguez,ESP,MF,Elche,es La Liga,31,1989
2256,Rodrygo\Rodrygo,BRA,FW,Real Madrid,es La Liga,19,2001
2257,Marko Rog\Marko-Rog,CRO,MF,Cagliari,it Serie A,25,1995
2258,Rogério\Rogerio,BRA,DF,Sassuolo,it Serie A,22,1998
2259,Luis Rojas\Luis-Rojas,CHI,MFFW,Crotone,it Serie A,18,2002
2260,Alessio Romagnoli\Alessio-Romagnoli,ITA,DF,Milan,it Serie A,25,1995
2261,Cristian Romero\Cristian-Romero,ARG,DF,Atalanta,it Serie A,22,1998
2262,Oriol Romeu\Oriol-Romeu,ESP,MF,Southampton,eng Premier League,28,1991
2263,Cristiano Ronaldo\Cristiano-Ronaldo,POR,FW,Juventus,it Serie A,35,1985
2264,Facundo Roncaglia\Facundo-Roncaglia,ARG,DF,Osasuna,es La Liga,33,1987
2265,Valentin Rongier\Valentin-Rongier,FRA,MF,Marseille,fr Ligue 1,25,1994
2266,Marten de Roon\Marten-de-Roon,NED,MF,Atalanta,it Serie A,29,1991
2267,Jérôme Roussillon\Jerome-Roussillon,FRA,DF,Wolfsburg,de Bundesliga,27,1993
2268,Nolan Roux\Nolan-Roux,FRA,FW,Nîmes,fr Ligue 1,32,1988
2269,Nicolò Rovella\Nicolo-Rovella,ITA,MF,Genoa,it Serie A,18,2001
2270,Amir Rrahmani\Amir-Rrahmani,KVX,DF,Napoli,it Serie A,26,1994
2271,Rubén\Ruben,ESP,GKMF,Osasuna,es La Liga,36,1984
2272,Waldo Rubio\Waldo-Rubio,ESP,FW,Valladolid,es La Liga,24,1995
2273,John Ruddy\John-Ruddy,ENG,GK,Wolves,eng Premier League,33,1986
2274,Antonio Rüdiger\Antonio-Rudiger,GER,DF,Chelsea,eng Premier League,27,1993
2275,Sebastian Rudy\Sebastian-Rudy,GER,MFDF,Hoffenheim,de Bundesliga,30,1990
2276,Sebastian Rudy\Sebastian-Rudy,GER,DF,Schalke 04,de Bundesliga,30,1990
2277,Kevin Rüegg\Kevin-Ruegg,SUI,DFMF,Hellas Verona,it Serie A,21,1998
2278,Daniele Rugani\Daniele-Rugani,ITA,DF,Cagliari,it Serie A,26,1994
2279,Daniele Rugani\Daniele-Rugani,ITA,DF,Rennes,fr Ligue 1,26,1994
2280,Matteo Ruggeri\Matteo-Ruggeri,ITA,DF,Atalanta,it Serie A,18,2002
2281,Mário Rui\Mario-Rui,POR,DF,Napoli,it Serie A,29,1991
2282,Aitor Ruibal\Aitor-Ruibal,ESP,FWMF,Betis,es La Liga,24,1996
2283,Fabián Ruiz Peña\Fabian-Ruiz-Pena,ESP,MF,Napoli,it Serie A,24,1996
2284,Isma Ruiz\Isma-Ruiz,ESP,MF,Granada,es La Liga,19,2001
2285,Kays Ruiz\Kays-Ruiz,MAR,FWMF,Paris S-G,fr Ligue 1,17,2002
2286,Víctor Ruiz\Victor-Ruiz,ESP,DF,Betis,es La Liga,31,1989
2287,Gerónimo Rulli\Geronimo-Rulli,ARG,GK,Villarreal,es La Liga,28,1992
2288,Georginio Rutter\Georginio-Rutter,FRA,FWMF,Rennes,fr Ligue 1,18,2002
2289,Georginio Rutter\Georginio-Rutter,FRA,FW,Hoffenheim,de Bundesliga,18,2002
2290,Mathew Ryan\Mathew-Ryan,AUS,GK,Arsenal,eng Premier League,28,1992
2291,Mathew Ryan\Mathew-Ryan,AUS,GK,Brighton,eng Premier League,28,1992
2292,Julian Ryerson\Julian-Ryerson,NOR,DFMF,Union Berlin,de Bundesliga,22,1997
2293,Frederik Rønnow\Frederik-Ronnow,DEN,GK,Schalke 04,de Bundesliga,27,1992
2294,João Victor Santos Sá\Joao-Victor-Santos-Sa,BRA,FW,Wolfsburg,de Bundesliga,26,1994
2295,Roli Pereira de Sa\Roli-Pereira-de-Sa,FRA,MFFW,Nantes,fr Ligue 1,23,1996
2296,Idriss Saadi\Idriss-Saadi,ALG,FWMF,Strasbourg,fr Ligue 1,28,1992
2297,Youssouf Sabaly\Youssouf-Sabaly,SEN,DF,Bordeaux,fr Ligue 1,27,1993
2298,Mathys Saban\Mathys-Saban,FRA,FW,Saint-Étienne,fr Ligue 1,18,2002
2299,Marcel Sabitzer\Marcel-Sabitzer,AUT,MF,RB Leipzig,de Bundesliga,26,1994
2300,Alexis Saelemaekers\Alexis-Saelemaekers,BEL,FW,Milan,it Serie A,21,1999
2301,Modibo Sagnan\Modibo-Sagnan,MLI,DF,Real Sociedad,es La Liga,21,1999
2302,Allan Saint-Maximin\Allan-Saint-Maximin,FRA,FWMF,Newcastle Utd,eng Premier League,23,1997
2303,Borja Sainz\Borja-Sainz,ESP,MFFW,Alavés,es La Liga,19,2001
2304,Romain Saïss\Romain-Saiss,MAR,DF,Wolves,eng Premier League,30,1990
2305,Bukayo Saka\Bukayo-Saka,ENG,FWDF,Arsenal,eng Premier League,18,2001
2306,Hiroki Sakai\Hiroki-Sakai,JPN,DF,Marseille,fr Ligue 1,30,1990
2307,Moïse Sakava\Moise-Sakava,CMR,MF,Reims,fr Ligue 1,19,2000
2308,Mamadou Sakho\Mamadou-Sakho,FRA,DF,Crystal Palace,eng Premier League,30,1990
2309,Jacopo Sala\Jacopo-Sala,ITA,DF,Spezia,it Serie A,28,1991
2310,Mohamed Salah\Mohamed-Salah,EGY,FW,Liverpool,eng Premier League,28,1992
2311,Eddy Salcedo\Eddy-Salcedo,ITA,FWMF,Hellas Verona,it Serie A,18,2001
2312,William Saliba\William-Saliba,FRA,DF,Nice,fr Ligue 1,19,2001
2313,Romain Salin\Romain-Salin,FRA,GK,Rennes,fr Ligue 1,36,1984
2314,Mohammed Salisu\Mohammed-Salisu,GHA,DF,Southampton,eng Premier League,21,1999
2315,Roland Sallai\Roland-Sallai,HUN,MFFW,Freiburg,de Bundesliga,23,1997
2316,Salvi\Salvi,ESP,MFFW,Cádiz,es La Liga,29,1991
2317,Lazar Samardzic\Lazar-Samardzic,GER,MFFW,RB Leipzig,de Bundesliga,18,2002
2318,Diadie Samassékou\Diadie-Samassekou,MLI,MF,Hoffenheim,de Bundesliga,24,1996
2319,Mama Samba Baldé\Mama-Samba-Balde,GNB,FW,Dijon,fr Ligue 1,24,1995
2320,Junior Sambia\Junior-Sambia,FRA,DFMF,Montpellier,fr Ligue 1,23,1996
2321,Frédéric Sammaritano\Frederic-Sammaritano,FRA,FWMF,Dijon,fr Ligue 1,34,1986
2322,Fede San Emeterio\Fede-San-Emeterio,ESP,MF,Valladolid,es La Liga,23,1997
2323,Antonio Sanabria\Antonio-Sanabria,PAR,FW,Torino,it Serie A,24,1996
2324,Antonio Sanabria\Antonio-Sanabria,PAR,FW,Betis,es La Liga,24,1996
2325,Oihan Sancet\Oihan-Sancet,ESP,FWMF,Athletic Club,es La Liga,20,2000
2326,Renato Sanches\Renato-Sanches,POR,MF,Lille,fr Ligue 1,22,1997
2327,Juan Sánchez Miño\Juan-Sanchez-Mino,ARG,DFMF,Elche,es La Liga,30,1990
2328,Alexis Sánchez\Alexis-Sanchez,CHI,FW,Inter,it Serie A,31,1988
2329,Davinson Sánchez\Davinson-Sanchez,COL,DF,Tottenham,eng Premier League,24,1996
2330,Germán Sánchez\German-Sanchez,ESP,DF,Granada,es La Liga,33,1986
2331,Javi Sánchez\Javi-Sanchez,ESP,DF,Valladolid,es La Liga,23,1997
2332,Manuel Sánchez\Manuel-Sanchez,ESP,DF,Osasuna,es La Liga,19,2000
2333,Manuel Sánchez\Manuel-Sanchez,ESP,DF,Atlético Madrid,es La Liga,19,2000
2334,Robert Sánchez\Robert-Sanchez,ESP,GK,Brighton,eng Premier League,22,1997
2335,Jadon Sancho\Jadon-Sancho,ENG,FWMF,Dortmund,de Bundesliga,20,2000
2336,Alex Sandro\Alex-Sandro,BRA,DF,Juventus,it Serie A,29,1991
2337,Leroy Sané\Leroy-Sane,GER,FWMF,Bayern Munich,de Bundesliga,24,1996
2338,Salif Sané\Salif-Sane,SEN,DF,Schalke 04,de Bundesliga,29,1990
2339,Oier Sanjurjo\Oier-Sanjurjo,ESP,MF,Osasuna,es La Liga,34,1986
2340,Mohamed Sankoh\Mohamed-Sankoh,NED,FW,Stuttgart,de Bundesliga,16,2003
2341,Siriki Sanogo\Siriki-Sanogo,CIV,MF,Benevento,it Serie A,18,2001
2342,Morgan Sanson\Morgan-Sanson,FRA,MF,Aston Villa,eng Premier League,25,1994
2343,Morgan Sanson\Morgan-Sanson,FRA,MF,Marseille,fr Ligue 1,25,1994
2344,Nicola Sansone\Nicola-Sansone,ITA,FWMF,Bologna,it Serie A,28,1991
2345,Baptiste Santamaria\Baptiste-Santamaria,FRA,MF,Angers,fr Ligue 1,25,1995
2346,Baptiste Santamaria\Baptiste-Santamaria,FRA,MF,Freiburg,de Bundesliga,25,1995
2347,Federico Santander\Federico-Santander,PAR,FW,Bologna,it Serie A,29,1991
2348,Davide Santon\Davide-Santon,ITA,DF,Roma,it Serie A,29,1991
2349,Samir Santos\Samir-Santos,BRA,DF,Udinese,it Serie A,25,1994
2350,Riccardo Saponara\Riccardo-Saponara,ITA,FW,Fiorentina,it Serie A,28,1991
2351,Riccardo Saponara\Riccardo-Saponara,ITA,FWMF,Spezia,it Serie A,28,1991
2352,Ivan Šaponjić\Ivan-Saponjic,SRB,FW,Cádiz,es La Liga,22,1997
2353,Pablo Sarabia\Pablo-Sarabia,ESP,FWMF,Paris S-G,fr Ligue 1,28,1992
2354,Josh Sargent\Josh-Sargent,USA,FWMF,Werder Bremen,de Bundesliga,20,2000
2355,Bouna Sarr\Bouna-Sarr,GUI,DF,Marseille,fr Ligue 1,28,1992
2356,Bouna Sarr\Bouna-Sarr,GUI,DF,Bayern Munich,de Bundesliga,28,1992
2357,Sidy Sarr\Sidy-Sarr,SEN,MF,Nîmes,fr Ligue 1,24,1996
2358,Marco Sau\Marco-Sau,ITA,MFFW,Benevento,it Serie A,32,1987
2359,Téji Savanier\Teji-Savanier,FRA,MF,Montpellier,fr Ligue 1,28,1991
2360,Stefan Savić\Stefan-Savic,MNE,DF,Atlético Madrid,es La Liga,29,1991
2361,Romaine Sawyers\Romaine-Sawyers,SKN,MF,West Brom,eng Premier League,28,1991
2362,Gianluca Scamacca\Gianluca-Scamacca,ITA,FW,Genoa,it Serie A,21,1999
2363,Dane Scarlett\Dane-Scarlett,ENG,FW,Tottenham,eng Premier League,16,2004
2364,Fabian Schär\Fabian-Schar,SUI,DF,Newcastle Utd,eng Premier League,28,1991
2365,Aurélien Scheidler\Aurelien-Scheidler,FRA,FW,Dijon,fr Ligue 1,22,1998
2366,Nicolás Schiappacasse\Nicolas-Schiappacasse,URU,MF,Sassuolo,it Serie A,21,1999
2367,Pasquale Schiattarella\Pasquale-Schiattarella,ITA,MF,Benevento,it Serie A,33,1987
2368,Patrik Schick\Patrik-Schick,CZE,FW,Leverkusen,de Bundesliga,24,1996
2369,Sven Schipplock\Sven-Schipplock,GER,FWMF,Arminia,de Bundesliga,31,1988
2370,Xaver Schlager\Xaver-Schlager,AUT,MF,Wolfsburg,de Bundesliga,22,1997
2371,Keven Schlotterbeck\Keven-Schlotterbeck,GER,DF,Freiburg,de Bundesliga,23,1997
2372,Nico Schlotterbeck\Nico-Schlotterbeck,GER,DF,Union Berlin,de Bundesliga,20,1999
2373,Jeffrey Schlupp\Jeffrey-Schlupp,GHA,MF,Crystal Palace,eng Premier League,27,1992
2374,Kasper Schmeichel\Kasper-Schmeichel,DEN,GK,Leicester City,eng Premier League,33,1986
2375,Jonathan Schmid\Jonathan-Schmid,FRA,DFMF,Freiburg,de Bundesliga,30,1990
2376,Romano Schmid\Romano-Schmid,AUT,FWMF,Werder Bremen,de Bundesliga,20,2000
2377,Benno Schmitz\Benno-Schmitz,GER,DF,Köln,de Bundesliga,25,1994
2378,Morgan Schneiderlin\Morgan-Schneiderlin,FRA,MF,Nice,fr Ligue 1,30,1989
2379,Alessandro Schöpf\Alessandro-Schopf,AUT,FWMF,Schalke 04,de Bundesliga,26,1994
2380,Jerdy Schouten\Jerdy-Schouten,NED,MF,Bologna,it Serie A,23,1997
2381,Nico Schulz\Nico-Schulz,GER,DF,Dortmund,de Bundesliga,27,1993
2382,Alexander Schwolow\Alexander-Schwolow,GER,GK,Hertha BSC,de Bundesliga,28,1992
2383,Christopher Scott\Christopher-Scott,GER,FWMF,Bayern Munich,de Bundesliga,18,2002
2384,Matteo Scozzarella\Matteo-Scozzarella,ITA,MF,Parma,it Serie A,32,1988
2385,Simone Scuffet\Simone-Scuffet,ITA,GK,Udinese,it Serie A,24,1996
2386,Jacopo Segre\Jacopo-Segre,ITA,MF,Torino,it Serie A,23,1997
2387,Davie Selke\Davie-Selke,GER,FW,Werder Bremen,de Bundesliga,25,1995
2388,Malik Sellouki\Malik-Sellouki,FRA,FWMF,Nice,fr Ligue 1,20,2000
2389,Matz Sels\Matz-Sels,BEL,GK,Strasbourg,fr Ligue 1,28,1992
2390,Nélson Semedo\Nelson-Semedo,POR,DF,Wolves,eng Premier League,26,1993
2391,Léo Sena\Leo-Sena,BRA,MF,Spezia,it Serie A,24,1995
2392,Stefano Sensi\Stefano-Sensi,ITA,MF,Inter,it Serie A,24,1995
2393,Jaime Seoane\Jaime-Seoane,ESP,MF,Huesca,es La Liga,23,1997
2394,Luigi Sepe\Luigi-Sepe,ITA,GK,Parma,it Serie A,29,1991
2395,Suat Serdar\Suat-Serdar,GER,MF,Schalke 04,de Bundesliga,23,1997
2396,Jean Seri\Jean-Seri,CIV,MF,Bordeaux,fr Ligue 1,29,1991
2397,Femi Seriki\Femi-Seriki,ENG,DF,Sheffield Utd,eng Premier League,19,2002
2398,Ryan Sessegnon\Ryan-Sessegnon,ENG,DF,Hoffenheim,de Bundesliga,20,2000
2399,Nils Seufert\Nils-Seufert,GER,MFFW,Arminia,de Bundesliga,23,1997
2400,Edgar Sevikyan\Edgar-Sevikyan,RUS,MF,Levante,es La Liga,18,2001
2401,Stephan El Shaarawy\Stephan-El-Shaarawy,ITA,FWMF,Roma,it Serie A,27,1992
2402,Jamie Shackleton\Jamie-Shackleton,ENG,MFDF,Leeds United,eng Premier League,20,1999
2403,Xherdan Shaqiri\Xherdan-Shaqiri,SUI,MFFW,Liverpool,eng Premier League,28,1991
2404,Billy Sharp\Billy-Sharp,ENG,FW,Sheffield Utd,eng Premier League,34,1986
2405,Luke Shaw\Luke-Shaw,ENG,DF,Manchester Utd,eng Premier League,25,1995
2406,Jonjo Shelvey\Jonjo-Shelvey,ENG,MF,Newcastle Utd,eng Premier League,28,1992
