Unnamed: 0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog
850,505,715,70.6,12418,3733,132,157,84.1,224,277,80.9,143,266,53.8,0,0.7,-0.7,8,55,8,3,53
851,156,208,75,2775,718,74,80,92.5,62,74,83.8,17,44,38.6,1,1.3,-0.3,12,12,14,1,23
852,55,70,78.6,983,265,21,25,84,32,37,86.5,2,8,25,0,0.1,-0.1,1,8,2,0,5
853,11,13,84.6,201,89,3,4,75,7,7,100,1,1,100,0,0,0,0,0,1,0,2
854,187,225,83.1,3327,1253,84,86,97.7,85,104,81.7,16,28,57.1,0,0.7,-0.7,6,8,5,3,14
855,1076,1492,72.1,21123,9090,410,495,82.8,491,642,76.5,160,296,54.1,7,3.8,3.2,23,99,37,8,147
856,426,555,76.8,7026,1943,206,232,88.8,169,214,79,33,73,45.2,1,1.5,-0.5,14,18,15,12,29
857,537,660,81.4,10126,2026,233,273,85.3,231,272,84.9,67,89,75.3,2,3,-1,31,29,21,4,62
858,17,27,63,370,198,5,5,100,8,8,100,4,14,28.6,0,0,0,0,0,0,0,0
859,7,9,77.8,97,1,3,3,100,4,5,80,0,1,0,0,0,0,0,0,0,0,0
860,174,205,84.9,2150,459,122,137,89.1,40,47,85.1,3,5,60,0,1.4,-1.4,9,3,7,0,11
861,465,610,76.2,10037,4400,158,184,85.9,217,259,83.8,87,142,61.3,3,2,1,20,32,30,20,61
862,60,82,73.2,923,104,36,48,75,17,23,73.9,5,5,100,0,0.1,-0.1,2,2,1,0,3
863,269,307,87.6,5260,1645,100,112,89.3,128,135,94.8,38,55,69.1,0,0,0,0,27,2,0,19
864,1070,1324,80.8,17975,4890,533,603,88.4,371,434,85.5,120,207,58,6,5.3,0.7,52,118,48,6,119
865,889,1027,86.6,18752,5905,291,317,91.8,430,478,90,157,216,72.7,0,0.2,-0.2,3,35,0,0,40
866,500,546,91.6,10835,2686,147,157,93.6,257,274,93.8,91,108,84.3,0,0.2,-0.2,3,32,2,0,28
867,1215,1443,84.2,25522,8174,380,421,90.3,624,690,90.4,203,302,67.2,0,0.2,-0.2,3,67,4,1,85
868,566,679,83.4,8432,2626,346,388,89.2,152,185,82.2,41,58,70.7,5,3.8,1.2,20,66,21,0,75
869,824,1242,66.3,14238,4438,422,520,81.2,263,407,64.6,108,229,47.2,10,5.9,4.1,50,70,47,12,118
870,1702,2283,74.6,32546,9338,811,946,85.7,587,736,79.8,269,470,57.2,12,11,1,94,177,96,8,227
871,260,357,72.8,5071,1790,105,127,82.7,116,142,81.7,34,73,46.6,1,0.9,0.1,10,13,6,3,24
872,698,921,75.8,18559,10955,145,146,99.3,303,307,98.7,228,446,51.1,0,0,0,0,9,0,0,0
873,667,898,74.3,13364,3973,247,295,83.7,283,333,85,122,233,52.4,1,1.8,-0.8,24,70,14,6,60
874,613,818,74.9,18382,10050,83,84,98.8,276,280,98.6,241,441,54.6,0,0.1,-0.1,1,10,0,0,0
875,386,566,68.2,10986,6751,70,70,100,183,184,99.5,127,305,41.6,0,0,0,0,2,0,0,0
876,92,114,80.7,1843,391,30,36,83.3,42,47,89.4,17,26,65.4,0,0,0,0,3,1,0,8
877,29,39,74.4,374,82,17,20,85,10,14,71.4,0,2,0,0,0.1,-0.1,1,2,0,0,2
878,78,119,65.5,1132,337,46,63,73,24,35,68.6,5,10,50,2,0.6,1.4,5,4,3,0,12
879,671,837,80.2,14632,4358,191,221,86.4,344,387,88.9,131,209,62.7,0,0.3,-0.3,5,19,3,2,19
880,622,763,81.5,14262,4337,153,170,90,319,359,88.9,143,219,65.3,0,0.3,-0.3,2,32,2,0,29
881,879,1001,87.8,16858,4583,372,407,91.4,385,423,91,117,159,73.6,2,0.9,1.1,12,136,17,2,97
882,1391,1537,90.5,27707,6641,487,524,92.9,697,744,93.7,194,243,79.8,4,3.4,0.6,19,96,10,0,92
883,413,485,85.2,8417,2740,132,145,91,199,222,89.6,71,98,72.4,1,0.4,0.6,3,18,1,0,22
884,720,1096,65.7,14629,4667,284,347,81.8,282,384,73.4,141,312,45.2,4,5.5,-1.5,71,58,44,19,85
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
886,36,55,65.5,536,80,20,28,71.4,10,17,58.8,3,3,100,0,0,0,0,1,0,0,2
887,1402,1634,85.8,30485,7510,450,493,91.3,630,703,89.6,303,386,78.5,3,1.5,1.5,19,151,16,4,152
888,31,38,81.6,950,600,10,10,100,8,8,100,13,20,65,0,0,0,0,0,0,0,0
889,911,1236,73.7,16552,5445,438,506,86.6,322,411,78.3,128,258,49.6,3,5.1,-2.1,48,65,23,11,81
890,15,23,65.2,223,41,10,14,71.4,4,5,80,1,3,33.3,0,0,0,0,1,0,0,2
891,111,176,63.1,2022,438,48,71,67.6,41,66,62.1,17,22,77.3,1,1.4,-0.4,10,13,5,2,16
892,1043,1308,79.7,15705,3943,592,692,85.5,347,431,80.5,64,91,70.3,7,6.4,0.6,46,85,43,0,134
893,210,236,89,3010,858,118,128,92.2,81,89,91,5,9,55.6,1,0.7,0.3,5,9,2,0,14
894,946,1212,78.1,15645,4958,495,544,91,315,384,82,104,226,46,2,2.6,-0.6,34,113,25,4,103
895,92,125,73.6,3419,2383,8,8,100,38,38,100,46,79,58.2,0,0,0,0,4,0,0,0
896,91,110,82.7,1894,502,38,41,92.7,35,43,81.4,18,23,78.3,0,0,0,0,10,3,0,10
897,8,15,53.3,243,65,1,2,50,4,4,100,3,9,33.3,0,0,0,0,1,0,0,0
898,830,1003,82.8,14376,3828,427,461,92.6,299,358,83.5,89,156,57.1,1,2,-1,19,39,24,17,60
899,8,12,66.7,127,68,4,6,66.7,4,6,66.7,0,0,0,0,0,0,0,0,1,0,1
900,687,838,82,10452,2218,402,443,90.7,224,267,83.9,42,87,48.3,5,4.1,0.9,34,40,24,2,60
901,377,449,84,7619,2177,134,151,88.7,181,204,88.7,57,87,65.5,0,0.1,-0.1,2,9,0,0,14
902,1072,1250,85.8,18183,3248,539,610,88.4,425,480,88.5,92,121,76,3,2.3,0.7,26,69,18,3,87
903,1474,1672,88.2,31056,8308,456,498,91.6,755,816,92.5,252,333,75.7,0,0.3,-0.3,6,112,1,0,78
904,148,184,80.4,3041,1077,47,54,87,80,85,94.1,20,40,50,0,0,0,1,7,0,0,11
905,1449,1711,84.7,29215,6577,530,590,89.8,666,746,89.3,229,327,70,3,2.3,0.7,29,155,30,3,162
906,1537,1929,79.7,29213,9768,618,693,89.2,724,864,83.8,184,309,59.5,3,1.7,1.3,27,70,27,15,107
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,594,721,82.4,9698,2158,315,361,87.3,201,238,84.5,57,84,67.9,1,0.9,0.1,16,38,11,0,43
909,89,100,89,1894,859,25,28,89.3,45,47,95.7,16,21,76.2,0,0,0,0,4,0,0,4
910,278,340,81.8,5415,1782,95,102,93.1,151,171,88.3,28,56,50,0,0,0,0,23,2,0,29
911,2117,2336,90.6,46097,13301,616,665,92.6,1068,1128,94.7,419,514,81.5,0,0.4,-0.4,10,126,8,3,127
912,156,201,77.6,2272,520,91,105,86.7,49,62,79,8,14,57.1,1,1.4,-0.4,9,10,10,4,16
913,852,1102,77.3,14075,4100,455,523,87,302,387,78,78,134,58.2,4,2.6,1.4,30,72,32,5,108
914,467,603,77.4,7262,1730,267,313,85.3,140,168,83.3,42,79,53.2,4,5.3,-1.3,33,37,25,1,50
915,154,274,56.2,4532,2980,38,38,100,55,59,93.2,55,169,32.5,0,0,0,0,1,0,0,0
916,564,713,79.1,9084,2838,294,349,84.2,207,248,83.5,46,71,64.8,1,2.6,-1.6,26,47,31,2,92
917,815,924,88.2,18676,5239,193,212,91,436,475,91.8,183,227,80.6,0,0.2,-0.2,2,43,0,0,55
918,3,4,75,39,2,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0
919,65,75,86.7,1070,258,30,34,88.2,32,34,94.1,3,6,50,0,0.3,-0.3,2,4,1,1,1
920,304,352,86.4,5677,2013,130,135,96.3,137,152,90.1,35,58,60.3,0,0.1,-0.1,3,30,6,2,29
921,338,458,73.8,6283,2527,127,151,84.1,173,215,80.5,36,73,49.3,1,0.3,0.7,6,23,6,3,31
922,833,1093,76.2,14785,6826,384,435,88.3,348,432,80.6,88,174,50.6,4,1.8,2.2,10,52,12,5,80
923,650,734,88.6,12360,3842,269,295,91.2,291,315,92.4,86,106,81.1,0,0.2,-0.2,3,47,11,1,56
924,403,484,83.3,6975,2232,168,186,90.3,199,226,88.1,29,52,55.8,1,1.2,-0.2,5,18,5,3,36
925,488,738,66.1,8331,4384,244,305,80,198,280,70.7,39,116,33.6,1,2,-1,11,27,13,8,53
926,14,15,93.3,211,88,8,9,88.9,6,6,100,0,0,0,0,0,0,0,0,0,0,3
927,243,369,65.9,4220,1330,119,138,86.2,85,119,71.4,31,88,35.2,2,2.1,-0.1,25,7,10,9,17
928,1555,1763,88.2,30912,7561,570,625,91.2,708,765,92.5,250,306,81.7,0,2.5,-2.5,24,174,18,0,149
929,203,279,72.8,2971,1082,120,140,85.7,68,97,70.1,8,25,32,1,1.2,-0.2,13,9,13,7,15
930,1876,2124,88.3,34350,9890,777,845,92,866,951,91.1,206,272,75.7,3,2.8,0.2,29,220,46,4,226
931,1360,1676,81.1,32153,11154,381,416,91.6,647,718,90.1,322,508,63.4,0,0.6,-0.6,9,126,9,2,106
932,1461,1805,80.9,33054,11989,410,460,89.1,711,785,90.6,322,513,62.8,2,0.8,1.2,12,118,12,3,123
933,232,279,83.2,3528,1011,138,148,93.2,78,87,89.7,12,27,44.4,0,0.6,-0.6,4,11,8,4,16
934,488,720,67.8,8480,2791,227,294,77.2,190,254,74.8,55,120,45.8,9,5.3,3.7,39,33,25,11,62
935,478,589,81.2,9088,3503,204,229,89.1,218,256,85.2,55,93,59.1,0,0,0,1,42,2,1,33
936,1315,1624,81,23067,6535,658,727,90.5,474,553,85.7,156,278,56.1,3,4.6,-1.6,57,118,43,6,158
937,151,259,58.3,2439,542,87,129,67.4,44,84,52.4,14,26,53.8,0,0.2,-0.2,6,17,1,0,15
938,420,477,88.1,8549,2835,151,164,92.1,199,217,91.7,67,90,74.4,0,0,0,0,21,1,0,25
939,700,1177,59.5,13398,6065,309,396,78,269,443,60.7,107,285,37.5,3,2.1,0.9,17,59,18,14,78
940,113,153,73.9,3233,1849,18,19,94.7,56,57,98.2,39,77,50.6,0,0,0,0,0,0,0,0
941,43,55,78.2,786,177,16,23,69.6,20,22,90.9,5,6,83.3,0,0,0,1,5,2,0,4
942,331,357,92.7,7435,1690,82,88,93.2,178,186,95.7,65,75,86.7,0,0,0,1,18,0,0,14
943,165,225,73.3,2725,833,86,114,75.4,59,74,79.7,16,24,66.7,2,1.8,0.2,12,21,9,0,30
944,338,442,76.5,5367,2012,171,202,84.7,137,172,79.7,23,45,51.1,2,1.9,0.1,10,22,7,1,38
945,526,612,85.9,8961,2169,263,292,90.1,205,225,91.1,48,71,67.6,2,1.3,0.7,7,51,8,2,57
946,1082,1340,80.7,23799,9547,325,365,89,538,620,86.8,210,328,64,2,1.1,0.9,16,98,21,11,118
947,90,141,63.8,1307,235,48,70,68.6,26,39,66.7,9,11,81.8,0,0.3,-0.3,5,2,4,1,7
948,80,109,73.4,1268,149,41,55,74.5,25,36,69.4,9,12,75,1,0.2,0.8,3,3,5,0,7
949,1424,1820,78.2,25505,9419,679,753,90.2,576,690,83.5,151,307,49.2,2,3.1,-1.1,40,70,50,27,114
950,742,954,77.8,13360,3015,338,401,84.3,284,322,88.2,97,177,54.8,2,1.6,0.4,18,76,15,2,54
951,159,275,57.8,2491,674,86,139,61.9,57,91,62.6,11,26,42.3,2,0.7,1.3,8,26,5,1,22
952,210,265,79.2,3052,337,123,141,87.2,68,91,74.7,10,13,76.9,1,1.2,-0.2,4,6,4,0,9
953,1569,1691,92.8,26022,6742,764,801,95.4,661,700,94.4,109,136,80.1,1,0.6,0.4,12,169,14,1,120
954,203,283,71.7,3060,371,108,135,80,67,94,71.3,16,28,57.1,0,1,-1,11,8,5,0,12
955,225,271,83,4760,980,85,97,87.6,92,103,89.3,45,65,69.2,1,0.8,0.2,8,25,4,2,20
956,477,561,85,7989,1515,255,279,91.4,167,189,88.4,48,69,69.6,0,1.2,-1.2,21,34,12,0,39
957,866,1036,83.6,18651,4104,261,311,83.9,422,467,90.4,168,229,73.4,1,0.4,0.6,7,95,2,1,75
958,980,1298,75.5,23323,9365,237,286,82.9,508,602,84.4,221,383,57.7,0,0.3,-0.3,4,89,2,0,105
959,322,344,93.6,6792,1869,94,99,94.9,173,177,97.7,54,66,81.8,0,0.1,-0.1,2,29,0,0,16
960,278,389,71.5,5073,1146,123,154,79.9,114,155,73.5,31,56,55.4,0,0.3,-0.3,5,28,2,1,25
961,199,287,69.3,3439,1632,99,119,83.2,80,108,74.1,15,41,36.6,0,0.2,-0.2,5,14,5,3,18
962,372,597,62.3,6021,2033,188,258,72.9,128,206,62.1,37,79,46.8,1,1.3,-0.3,18,55,18,0,71
963,803,1212,66.3,16148,5160,354,462,76.6,265,381,69.6,162,298,54.4,5,5.1,-0.1,51,70,41,22,76
964,5,8,62.5,115,0,1,3,33.3,3,4,75,1,1,100,0,0,0,0,0,0,0,0
965,330,421,78.4,8856,2774,59,70,84.3,163,189,86.2,107,155,69,0,0.2,-0.2,3,30,2,0,26
966,935,1106,84.5,16347,6319,407,448,90.8,444,495,89.7,67,113,59.3,2,1.7,0.3,12,51,24,10,61
967,2,2,100,69,52,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0,0,0
968,91,114,79.8,1216,156,61,69,88.4,24,30,80,3,9,33.3,1,0.5,0.5,6,0,2,0,3
969,141,243,58,5981,4751,17,17,100,48,48,100,74,176,42,0,0.1,-0.1,1,22,3,0,0
970,6,9,66.7,122,36,3,4,75,2,3,66.7,1,1,100,0,0,0,0,1,0,0,1
971,91,120,75.8,1229,301,60,72,83.3,26,36,72.2,2,4,50,0,0.2,-0.2,5,3,6,0,13
972,458,594,77.1,12242,7361,124,125,99.2,184,191,96.3,147,273,53.8,0,0,0,0,4,0,0,0
973,126,192,65.6,1986,816,68,85,80,38,58,65.5,13,30,43.3,1,0.6,0.4,9,7,5,1,21
974,1177,1542,76.3,20869,9738,534,626,85.3,516,666,77.5,117,202,57.9,1,1.2,-0.2,20,67,24,10,109
975,4,5,80,49,9,3,3,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0
976,292,354,82.5,5954,1812,110,120,91.7,124,140,88.6,52,81,64.2,1,1.7,-0.7,14,32,5,0,40
977,373,473,78.9,6508,1820,181,205,88.3,137,170,80.6,45,73,61.6,0,1,-1,7,38,9,2,47
978,567,764,74.2,9852,2817,254,325,78.2,226,286,79,63,101,62.4,4,3.4,0.6,24,57,15,5,59
979,204,283,72.1,3094,476,105,133,78.9,64,88,72.7,17,23,73.9,0,0.1,-0.1,2,11,2,1,8
980,444,542,81.9,6551,1448,257,294,87.4,164,194,84.5,14,21,66.7,1,2.4,-1.4,27,27,18,3,46
981,75,108,69.4,1330,219,28,43,65.1,32,43,74.4,10,13,76.9,0,0.1,-0.1,3,6,2,1,3
982,10,15,66.7,151,60,6,8,75,3,6,50,1,1,100,0,0,0,0,1,0,0,1
983,432,613,70.5,6996,1939,241,293,82.3,135,184,73.4,39,81,48.1,0,2.3,-2.3,24,27,18,10,39
984,401,595,67.4,7477,2745,183,208,88,164,228,71.9,51,127,40.2,4,1.9,2.1,20,13,19,15,31
985,208,262,79.4,3466,1279,102,115,88.7,84,100,84,17,37,45.9,0,0.4,-0.4,7,12,8,4,18
986,223,309,72.2,3929,1436,103,116,88.8,97,132,73.5,21,54,38.9,0,0.3,-0.3,3,15,3,3,16
987,190,235,80.9,3218,704,95,112,84.8,69,79,87.3,22,35,62.9,0,0.6,-0.6,9,16,3,0,22
988,159,248,64.1,3030,1319,72,89,80.9,62,95,65.3,25,55,45.5,0,0.3,-0.3,3,18,4,0,25
989,974,1399,69.6,30066,17464,171,174,98.3,399,406,98.3,402,817,49.2,0,0,0,0,17,1,0,1
990,44,123,35.8,2363,1880,0,0,0,6,7,85.7,38,116,32.8,0,0,0,0,1,0,0,0
991,192,215,89.3,3746,531,76,80,95,87,97,89.7,28,36,77.8,0,0.1,-0.1,3,15,1,0,9
992,58,93,62.4,890,161,33,48,68.8,20,30,66.7,4,8,50,1,0,1,1,6,3,0,6
993,44,76,57.9,731,144,23,38,60.5,16,26,61.5,4,7,57.1,0,0.3,-0.3,4,4,2,0,7
994,2009,2342,85.8,42224,15161,607,654,92.8,1085,1176,92.3,298,475,62.7,1,2,-1,11,167,19,4,183
995,1177,1432,82.2,24315,7936,398,446,89.2,587,678,86.6,183,280,65.4,1,0.1,0.9,4,88,8,2,99
996,161,217,74.2,2002,251,111,145,76.6,29,41,70.7,8,8,100,0,0.7,-0.7,7,7,1,0,7
997,100,143,69.9,1216,259,59,76,77.6,29,40,72.5,0,4,0,1,0.6,0.4,2,7,5,1,7
998,1135,1265,89.7,25897,6519,252,277,91,623,660,94.4,240,304,78.9,1,1.1,-0.1,4,30,0,0,42
999,670,858,78.1,11022,2472,341,404,84.4,253,303,83.5,54,94,57.4,2,4.6,-2.6,33,41,42,9,67
1000,1102,1302,84.6,21708,5732,378,428,88.3,566,621,91.1,138,206,67,2,0.6,1.4,2,58,5,2,51
1001,1285,1499,85.7,29479,10769,322,356,90.4,674,732,92.1,281,390,72.1,0,0.5,-0.5,7,81,3,1,67
1002,46,57,80.7,816,262,23,26,88.5,17,21,81,5,7,71.4,1,0.4,0.6,2,3,1,0,7
1003,186,251,74.1,3387,673,95,105,90.5,58,85,68.2,26,47,55.3,1,0.3,0.7,7,12,4,4,10
1004,641,878,73,12978,5572,246,274,89.8,290,380,76.3,99,198,50,1,1,0,7,56,12,7,60
1005,1113,1281,86.9,23169,8039,321,351,91.5,614,666,92.2,163,243,67.1,0,0.2,-0.2,4,36,2,0,51
1006,504,668,75.4,15956,8869,55,56,98.2,222,226,98.2,223,381,58.5,0,0,0,1,7,1,0,1
1007,404,587,68.8,7146,2060,200,241,83,137,186,73.7,53,121,43.8,9,4.8,4.2,36,17,20,5,43
1008,16,17,94.1,320,81,6,7,85.7,8,8,100,2,2,100,0,0,0,0,2,0,0,2
1009,750,901,83.2,14845,3523,309,353,87.5,309,354,87.3,120,170,70.6,1,1,0,15,82,13,2,80
1010,256,338,75.7,3559,733,157,184,85.3,71,88,80.7,13,24,54.2,2,1.1,0.9,12,12,11,3,21
1011,109,161,67.7,1903,836,59,71,83.1,34,49,69.4,15,39,38.5,1,0.7,0.3,7,8,3,2,19
1012,480,532,90.2,11390,3061,99,106,93.4,278,296,93.9,99,123,80.5,0,0,0,1,30,0,0,38
1013,376,557,67.5,6325,1219,207,268,77.2,113,183,61.7,45,73,61.6,1,0.9,0.1,12,35,6,2,44
1014,1086,1329,81.7,18779,3992,541,591,91.5,426,505,84.4,104,179,58.1,0,2.5,-2.5,31,64,34,4,96
1015,356,432,82.4,7183,1977,119,135,88.1,171,194,88.1,57,87,65.5,2,1.4,0.6,16,37,32,3,55
1016,513,589,87.1,9291,1951,251,270,93,187,205,91.2,66,96,68.8,1,1.1,-0.1,15,44,12,2,36
1017,506,540,93.7,11057,2517,106,113,93.8,314,321,97.8,85,101,84.2,0,0,0,0,9,0,0,10
1018,318,440,72.3,5467,1901,174,201,86.6,110,131,84,33,92,35.9,1,1.2,-0.2,15,27,5,2,30
1019,120,188,63.8,3650,2215,23,23,100,48,49,98,49,116,42.2,0,0,0,0,0,0,0,0
1020,535,669,80,14406,9440,127,128,99.2,257,259,99.2,149,279,53.4,0,0,0,0,2,0,0,1
1021,602,726,82.9,13256,3342,181,206,87.9,295,329,89.7,119,171,69.6,1,0.6,0.4,6,70,3,0,59
1022,189,249,75.9,3012,708,109,124,87.9,58,80,72.5,16,29,55.2,1,1.3,-0.3,13,10,8,1,22
1023,1702,1907,89.3,37347,12416,464,494,93.9,914,969,94.3,307,417,73.6,3,0.4,2.6,3,110,4,0,104
1024,597,764,78.1,13996,3896,138,163,84.7,299,349,85.7,152,234,65,0,0,0,1,23,0,0,28
1025,656,726,90.4,14441,4489,164,172,95.3,373,387,96.4,115,159,72.3,0,0.1,-0.1,1,21,0,0,31
1026,148,241,61.4,2614,791,63,92,68.5,65,96,67.7,16,30,53.3,2,2,0,11,20,11,1,27
1027,20,29,69,382,77,9,13,69.2,6,7,85.7,4,8,50,0,0,0,1,0,0,0,0
1028,27,30,90,566,136,8,8,100,15,17,88.2,4,5,80,0,0,0,1,4,0,0,2
1029,22,26,84.6,365,94,12,13,92.3,8,8,100,2,4,50,0,0,0,1,1,2,0,3
1030,932,1059,88,18189,4003,369,406,90.9,389,428,90.9,151,183,82.5,5,2.6,2.4,20,99,27,1,107
1031,1156,1433,80.7,18928,7808,594,658,90.3,451,545,82.8,86,170,50.6,1,2.4,-1.4,23,87,39,9,102
1032,1355,1659,81.7,21763,8674,736,837,87.9,516,612,84.3,82,146,56.2,6,3.9,2.1,28,97,43,13,187
1033,881,1159,76,14409,2833,462,559,82.6,321,381,84.3,75,151,49.7,7,5.3,1.7,49,34,39,7,79
1034,1254,1560,80.4,29181,10899,310,357,86.8,656,713,92,276,464,59.5,0,0.2,-0.2,8,121,12,1,116
1035,1520,1722,88.3,33852,10353,382,428,89.3,844,915,92.2,284,351,80.9,1,0.7,0.3,11,159,9,4,163
1036,167,228,73.2,2453,345,95,120,79.2,55,65,84.6,10,16,62.5,0,0,0,0,5,6,0,9
1037,370,461,80.3,6628,1676,171,200,85.5,155,180,86.1,37,59,62.7,0,0.4,-0.4,4,27,5,1,30
1038,911,1180,77.2,19032,7485,301,345,87.2,458,515,88.9,144,285,50.5,2,0.3,1.7,6,56,8,4,54
1039,7,11,63.6,116,11,4,4,100,2,2,100,1,2,50,0,0,0,0,1,0,0,0
1040,120,179,67,2188,462,61,74,82.4,43,60,71.7,14,37,37.8,2,0.8,1.2,8,7,6,2,15
1041,132,214,61.7,1709,233,88,115,76.5,29,52,55.8,4,12,33.3,0,0.5,-0.5,4,9,2,0,9
1042,864,1100,78.5,14722,5062,439,515,85.2,307,362,84.8,91,153,59.5,10,8.6,1.4,83,84,72,4,168
1043,133,219,60.7,4489,3046,22,22,100,57,57,100,52,138,37.7,0,0,0,0,1,0,0,0
1044,608,732,83.1,9990,1630,337,381,88.5,205,236,86.9,51,79,64.6,2,1.8,0.2,15,26,17,3,42
1045,171,265,64.5,2878,733,86,106,81.1,54,86,62.8,21,51,41.2,2,1.3,0.7,6,22,6,1,19
1046,721,904,79.8,13140,3226,354,399,88.7,250,297,84.2,103,173,59.5,3,3,0,29,72,13,2,68
1047,172,232,74.1,2942,759,81,95,85.3,69,91,75.8,15,31,48.4,0,0,0,1,12,3,1,18
1048,1176,1346,87.4,17763,2985,674,749,90,379,424,89.4,81,99,81.8,7,5.6,1.4,42,64,36,3,70
1049,849,1139,74.5,16963,5194,346,392,88.3,330,405,81.5,152,276,55.1,10,6.2,3.8,63,62,36,6,118
1050,144,161,89.4,3340,1883,29,29,100,90,91,98.9,25,41,61,0,0,0,0,0,0,0,0
1051,1213,1413,85.8,26991,8141,359,414,86.7,573,627,91.4,262,323,81.1,1,1.7,-0.7,14,123,31,4,135
1052,742,860,86.3,14394,3716,287,318,90.3,342,377,90.7,107,150,71.3,1,0.6,0.4,5,40,4,1,46
1053,1260,1669,75.5,25820,7297,504,590,85.4,506,606,83.5,236,424,55.7,8,5.5,2.5,67,81,50,17,129
1054,32,49,65.3,532,171,13,16,81.3,15,20,75,2,10,20,1,0.1,0.9,3,4,1,0,5
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,646,803,80.4,14093,3277,216,261,82.8,288,326,88.3,136,191,71.2,0,0.6,-0.6,9,53,6,0,58
1057,598,1080,55.4,22645,16235,83,84,98.8,189,195,96.9,322,797,40.4,0,0,0,0,7,0,0,0
1058,673,799,84.2,13461,3047,259,287,90.2,298,335,89,99,145,68.3,0,0.5,-0.5,7,68,9,1,64
1059,335,513,65.3,5084,1046,216,302,71.5,73,113,64.6,32,53,60.4,2,1.6,0.4,9,14,10,2,24
1060,727,774,93.9,14551,2996,242,249,97.2,380,394,96.4,96,116,82.8,0,0,0,2,31,2,0,22
1061,584,797,73.3,10660,3126,287,351,81.8,215,279,77.1,73,120,60.8,5,3.6,1.4,31,53,49,13,81
1062,866,1022,84.7,18098,4570,268,307,87.3,427,471,90.7,158,202,78.2,1,1.4,-0.4,15,93,18,0,106
1063,1858,2146,86.6,31113,12371,970,1056,91.9,700,786,89.1,154,223,69.1,10,7,3,53,179,61,13,228
1064,2,4,50,54,5,0,1,0,1,2,50,1,1,100,0,0,0,0,0,0,0,0
1065,505,558,90.5,11968,2223,84,90,93.3,309,324,95.4,108,136,79.4,0,0,0,0,15,2,0,14
1066,1166,1398,83.4,22327,5177,483,547,88.3,512,590,86.8,157,213,73.7,1,0.8,0.2,13,107,11,0,106
1067,351,502,69.9,5142,1225,212,251,84.5,107,170,62.9,18,49,36.7,2,2.2,-0.2,15,9,8,3,23
1068,1160,1378,84.2,21978,4783,485,542,89.5,514,568,90.5,139,217,64.1,0,1.3,-1.3,6,113,9,2,102
1069,48,69,69.6,842,211,24,33,72.7,12,16,75,8,14,57.1,0,0,0,1,4,2,0,5
1070,361,430,84,7632,2169,115,136,84.6,167,191,87.4,71,91,78,1,0.1,0.9,4,43,4,0,35
1071,446,652,68.4,9598,4073,145,177,81.9,202,250,80.8,91,189,48.1,4,1.2,2.8,14,29,15,13,35
1072,1025,1149,89.2,23936,7533,221,244,90.6,566,596,95,230,294,78.2,0,0,0,0,79,2,0,77
1073,1306,1461,89.4,25725,5232,507,547,92.7,587,643,91.3,196,239,82,1,1.7,-0.7,15,135,32,1,120
1074,384,497,77.3,5961,762,228,267,85.4,95,130,73.1,40,51,78.4,1,3.1,-2.1,26,24,6,0,27
1075,1014,1169,86.7,26001,13524,214,215,99.5,512,514,99.6,282,434,65,0,0,0,0,13,0,0,1
1076,898,1015,88.5,19258,5336,235,259,90.7,509,542,93.9,147,196,75,0,0,0,0,37,0,0,48
1077,444,595,74.6,7436,2979,217,248,87.5,181,229,79,40,83,48.2,0,0.5,-0.5,7,13,9,5,33
1078,1553,1707,91,26240,4924,786,832,94.5,603,648,93.1,138,181,76.2,2,4.5,-2.5,42,140,35,2,118
1079,1203,1656,72.6,23198,9621,509,590,86.3,497,639,77.8,179,350,51.1,3,5.9,-2.9,70,84,55,34,122
1080,961,1083,88.7,21347,5256,223,250,89.2,544,584,93.2,188,239,78.7,2,0.4,1.6,5,39,2,0,64
1081,292,355,82.3,4901,1086,157,179,87.7,108,127,85,23,35,65.7,1,0.7,0.3,5,35,7,1,24
1082,1,1,100,12,12,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1078,1282,84.1,20389,4292,450,501,89.8,452,509,88.8,149,220,67.7,1,0.6,0.4,7,82,7,2,73
1084,421,497,84.7,9959,2436,91,101,90.1,216,233,92.7,106,150,70.7,0,0.1,-0.1,2,8,0,0,15
1085,249,280,88.9,3743,1105,142,152,93.4,85,94,90.4,15,20,75,1,0.2,0.8,4,15,7,3,11
