Unnamed: 0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog
2190,914,1120,81.6,26272,17009,159,159,100,393,398,98.7,357,558,64,0,0,0,1,12,1,0,1
2191,497,593,83.8,9065,1968,216,240,90,212,242,87.6,55,85,64.7,2,2.4,-0.4,17,49,13,2,50
2192,15,19,78.9,246,71,9,11,81.8,5,5,100,1,2,50,0,0,0,1,3,1,0,2
2193,100,113,88.5,1329,293,65,70,92.9,28,32,87.5,3,4,75,1,0.4,0.6,4,4,3,1,5
2194,67,76,88.2,1613,554,16,16,100,35,39,89.7,16,19,84.2,0,0,0,0,3,0,0,4
2195,35,43,81.4,552,174,18,21,85.7,13,15,86.7,3,6,50,0,0.1,-0.1,2,4,0,0,3
2196,435,490,88.8,7610,2368,188,202,93.1,216,238,90.8,29,47,61.7,0,0.1,-0.1,3,24,5,1,24
2197,855,1203,71.1,26319,16478,146,149,98,377,383,98.4,331,669,49.5,0,0,0,0,12,0,0,1
2198,161,187,86.1,3295,973,60,64,93.8,73,88,83,28,34,82.4,0,0.1,-0.1,2,9,1,0,9
2199,914,1145,79.8,14881,3833,501,589,85.1,297,348,85.3,88,133,66.2,6,8.1,-2.1,50,60,43,6,101
2200,419,646,64.9,7778,2868,183,232,78.9,154,205,75.1,65,162,40.1,2,2.3,-0.3,26,44,14,4,50
2201,11,13,84.6,270,77,1,2,50,7,8,87.5,3,3,100,0,0,0,0,2,0,0,1
2202,768,969,79.3,11985,2485,434,507,85.6,255,303,84.2,56,98,57.1,5,4.3,0.7,34,46,31,2,58
2203,1069,1587,67.4,34589,20438,116,116,100,540,542,99.6,412,928,44.4,0,0.9,-0.9,4,32,1,0,1
2204,124,147,84.4,2171,641,65,71,91.5,47,55,85.5,11,18,61.1,0,0,0,1,8,2,0,5
2205,772,894,86.4,13430,2849,382,420,91,290,326,89,88,103,85.4,6,4.5,1.5,31,77,35,2,92
2206,14,20,70,292,161,5,6,83.3,7,10,70,2,3,66.7,0,0,0,0,1,2,2,0
2207,4,4,100,61,10,3,3,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0
2208,19,26,73.1,389,163,5,6,83.3,12,15,80,2,4,50,0,0,0,0,3,1,1,4
2209,1418,1665,85.2,32319,8862,380,430,88.4,684,745,91.8,342,459,74.5,2,1.4,0.6,22,169,24,0,173
2210,1298,1506,86.2,25003,6065,525,580,90.5,567,628,90.3,192,261,73.6,1,2.1,-1.1,19,113,21,9,94
2211,592,674,87.8,12598,3849,170,179,95,330,356,92.7,89,124,71.8,1,0.3,0.7,4,34,3,0,36
2212,79,87,90.8,1492,461,36,39,92.3,33,35,94.3,10,10,100,1,0.3,0.7,3,8,5,3,9
2213,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,534,772,69.2,8273,1745,297,375,79.2,186,261,71.3,36,62,58.1,3,3.2,-0.2,25,24,14,1,42
2215,285,477,59.7,5638,1775,111,155,71.6,111,155,71.6,51,122,41.8,1,1.6,-0.6,15,31,12,5,39
2216,704,901,78.1,13549,3011,299,352,84.9,293,343,85.4,104,165,63,4,1.5,2.5,19,52,13,6,64
2217,196,216,90.7,4275,2523,56,56,100,106,106,100,33,53,62.3,0,0,0,0,0,0,0,0
2218,533,628,84.9,9123,2310,251,283,88.7,214,245,87.3,55,76,72.4,0,1,-1,11,46,8,0,42
2219,303,408,74.3,4897,1031,160,185,86.5,106,120,88.3,25,81,30.9,1,1.9,-0.9,11,13,6,3,18
2220,1156,1375,84.1,21399,5922,562,628,89.5,427,482,88.6,153,225,68,1,1.8,-0.8,14,118,16,4,98
2221,437,652,67,7104,2174,230,280,82.1,153,228,67.1,39,90,43.3,2,3.3,-1.3,25,31,17,11,40
2222,820,1196,68.6,14543,4159,390,497,78.5,291,409,71.1,107,179,59.8,0,1.2,-1.2,14,67,21,7,91
2223,224,318,70.4,4155,1703,90,109,82.6,101,126,80.2,27,58,46.6,0,0.6,-0.6,10,9,7,6,27
2224,983,1265,77.7,20017,8006,394,443,88.9,393,486,80.9,178,290,61.4,2,1.5,0.5,19,76,37,21,96
2225,411,607,67.7,7978,3480,184,210,87.6,149,195,76.4,69,178,38.8,2,1.5,0.5,24,27,18,13,37
2226,82,110,74.5,1394,343,38,43,88.4,33,44,75,9,18,50,0,0.1,-0.1,3,8,1,1,9
2227,113,148,76.4,1519,241,72,86,83.7,32,45,71.1,3,4,75,1,0.6,0.4,5,5,1,0,6
2228,726,853,85.1,16094,5177,228,244,93.4,339,372,91.1,152,215,70.7,1,0.7,0.3,3,54,1,0,58
2229,200,411,48.7,8584,6225,14,14,100,65,65,100,121,332,36.4,0,0,0,0,3,0,0,0
2230,800,887,90.2,12331,3382,436,467,93.4,307,330,93,42,56,75,2,2,0,13,53,18,2,44
2231,337,467,72.2,5289,1239,177,228,77.6,112,145,77.2,28,55,50.9,2,1.8,0.2,15,25,22,1,43
2232,2567,3214,79.9,47107,15919,1112,1261,88.2,1171,1344,87.1,258,521,49.5,7,6.9,0.1,66,177,66,26,265
2233,982,1352,72.6,18308,7072,410,482,85.1,442,565,78.2,120,250,48,0,1.6,-1.6,28,40,43,25,87
2234,319,450,70.9,5044,1156,171,210,81.4,104,133,78.2,31,63,49.2,0,0.8,-0.8,14,21,12,7,22
2235,354,439,80.6,6759,2350,143,156,91.7,155,181,85.6,51,88,58,1,0.9,0.1,1,24,1,0,21
2236,355,565,62.8,11228,7383,80,81,98.8,132,134,98.5,142,349,40.7,0,0,0,1,6,0,0,1
2237,64,86,74.4,941,238,33,40,82.5,16,22,72.7,7,12,58.3,0,0.4,-0.4,6,7,2,1,9
2238,111,123,90.2,1920,728,55,59,93.2,45,47,95.7,11,14,78.6,0,0,0,1,8,3,0,15
2239,14,15,93.3,221,42,8,8,100,3,3,100,2,2,100,0,0,0,0,0,0,0,0
2240,600,832,72.1,13239,3835,225,266,84.6,220,276,79.7,141,258,54.7,1,2.1,-1.1,16,74,29,6,84
2241,37,46,80.4,959,536,9,9,100,15,15,100,12,21,57.1,0,0,0,0,0,0,0,0
2242,883,1053,83.9,15803,4025,390,449,86.9,385,426,90.4,93,140,66.4,0,1.3,-1.3,20,79,19,3,87
2243,365,411,88.8,7783,1857,101,110,91.8,206,219,94.1,56,78,71.8,0,0,0,0,9,0,0,10
2244,2495,2728,91.5,50166,10296,938,998,94,1102,1180,93.4,427,495,86.3,2,1.7,0.3,27,239,17,1,156
2245,432,573,75.4,7609,1732,210,252,83.3,161,205,78.5,49,77,63.6,2,2.4,-0.4,28,39,20,4,57
2246,215,254,84.6,3614,881,103,115,89.6,76,89,85.4,24,32,75,0,0.5,-0.5,7,14,10,1,22
2247,376,556,67.6,7164,2717,161,185,87,153,212,72.2,56,133,42.1,1,0.7,0.3,12,36,12,5,46
2248,260,342,76,4801,1181,131,149,87.9,90,111,81.1,35,68,51.5,0,0.9,-0.9,11,18,10,3,18
2249,212,318,66.7,3324,339,122,159,76.7,56,90,62.2,24,42,57.1,0,0.5,-0.5,6,10,7,1,10
2250,1408,1653,85.2,27258,6773,570,638,89.3,588,653,90,221,299,73.9,0,0.7,-0.7,11,115,9,1,94
2251,879,1111,79.1,18324,5584,359,415,86.5,313,361,86.7,190,290,65.5,4,5.4,-1.4,43,104,41,7,132
2252,208,283,73.5,2682,611,132,165,80,54,77,70.1,8,18,44.4,2,1.7,0.3,8,11,7,1,22
2253,11,16,68.8,218,39,7,9,77.8,2,3,66.7,2,2,100,0,0,0,0,0,0,0,1
2254,612,726,84.3,11271,3643,285,302,94.4,252,287,87.8,68,117,58.1,0,0.3,-0.3,6,43,7,1,43
2255,296,325,91.1,5417,1177,127,138,92,131,136,96.3,35,42,83.3,0,0.6,-0.6,4,26,2,0,21
2256,340,420,81,4761,1273,217,242,89.7,103,123,83.7,13,27,48.1,6,3,3,17,19,17,2,36
2257,540,617,87.5,9371,2332,249,275,90.5,226,249,90.8,56,72,77.8,0,0.6,-0.6,9,48,7,1,44
2258,1097,1294,84.8,18439,5300,539,578,93.3,463,532,87,80,147,54.4,1,1.5,-0.5,12,60,18,7,61
2259,39,50,78,645,87,18,21,85.7,16,19,84.2,3,7,42.9,0,0,0,0,2,0,0,1
2260,914,1010,90.5,18659,5267,267,282,94.7,517,548,94.3,124,167,74.3,1,0.5,0.5,3,41,3,1,49
2261,1128,1247,90.5,24001,6356,305,339,90,610,641,95.2,197,232,84.9,2,1,1,8,50,7,0,68
2262,1042,1258,82.8,17575,3666,505,576,87.7,441,501,88,77,141,54.6,1,1.1,-0.1,14,62,15,1,87
2263,853,1086,78.5,12997,2825,485,575,84.3,289,357,81,55,87,63.2,2,2.8,-0.8,30,59,32,6,81
2264,390,560,69.6,8553,3760,132,159,83,179,234,76.5,76,146,52.1,1,0.1,0.9,4,35,4,0,46
2265,1208,1388,87,20547,4276,590,644,91.6,485,539,90,100,139,71.9,2,1.1,0.9,11,94,9,2,81
2266,1869,2148,87,37115,11168,696,764,91.1,900,988,91.1,257,355,72.4,1,2.1,-1.1,25,247,23,4,199
2267,505,673,75,9538,3610,213,250,85.2,218,281,77.6,68,121,56.2,2,1.5,0.5,16,28,11,5,45
2268,104,154,67.5,1537,226,64,88,72.7,29,38,76.3,8,16,50,0,0.3,-0.3,2,4,5,2,6
2269,700,824,85,14405,3269,260,287,90.6,303,331,91.5,127,186,68.3,2,1.5,0.5,18,49,12,4,47
2270,532,578,92,11326,3160,156,165,94.5,265,279,95,99,119,83.2,0,0,0,0,16,0,0,17
2271,40,61,65.6,2198,1912,3,3,100,4,4,100,33,54,61.1,0,0,0,0,3,0,0,0
2272,82,121,67.8,1805,601,31,38,81.6,36,45,80,14,27,51.9,0,0.1,-0.1,1,14,3,1,10
2273,19,24,79.2,524,323,3,3,100,7,7,100,9,14,64.3,0,0,0,0,0,0,0,0
2274,1339,1476,90.7,27991,7649,391,405,96.5,746,776,96.1,191,272,70.2,0,0.3,-0.3,3,111,4,1,52
2275,713,972,73.4,12797,4370,308,364,84.6,301,370,81.4,87,179,48.6,3,2.2,0.8,29,69,24,8,88
2276,91,136,66.9,1561,840,45,59,76.3,31,41,75.6,12,22,54.5,0,0.1,-0.1,2,3,5,1,10
2277,56,82,68.3,922,242,28,30,93.3,24,32,75,3,13,23.1,0,0,0,0,4,1,1,2
2278,395,495,79.8,7366,2442,142,167,85,211,237,89,39,80,48.8,1,0.4,0.6,1,20,2,0,26
2279,57,65,87.7,1192,412,12,12,100,35,39,89.7,9,12,75,0,0,0,0,0,0,0,2
2280,96,118,81.4,1536,550,49,51,96.1,40,55,72.7,5,9,55.6,0,0,0,1,4,0,0,9
2281,1126,1381,81.5,19700,6988,560,608,92.1,433,501,86.4,118,225,52.4,2,2,0,30,64,25,12,86
2282,426,563,75.7,6432,2150,242,286,84.6,144,182,79.1,28,48,58.3,2,2.4,-0.4,23,36,22,4,51
2283,1887,2124,88.8,37107,9406,783,857,91.4,733,795,92.2,334,398,83.9,1,2.8,-1.8,42,208,39,4,166
2284,15,21,71.4,298,40,7,11,63.6,4,6,66.7,2,2,100,0,0,0,0,1,0,0,1
2285,159,181,87.8,2273,523,100,110,90.9,40,47,85.1,10,13,76.9,0,0,0,0,13,3,0,14
2286,1098,1245,88.2,23228,8269,334,358,93.3,558,594,93.9,193,272,71,0,0.1,-0.1,2,52,4,0,67
2287,77,96,80.2,2138,1068,11,11,100,38,38,100,28,46,60.9,0,0,0,0,0,0,0,0
2288,9,15,60,129,6,7,9,77.8,1,2,50,1,1,100,0,0.1,-0.1,1,0,0,0,0
2289,51,64,79.7,803,153,23,28,82.1,16,21,76.2,6,8,75,0,0.2,-0.2,2,0,3,1,5
2290,62,67,92.5,1535,794,13,13,100,32,32,100,16,21,76.2,0,0,0,0,0,0,0,0
2291,314,399,78.7,8454,4146,62,62,100,160,160,100,92,177,52,0,0,0,0,1,0,0,0
2292,419,570,73.5,7428,2421,205,241,85.1,151,203,74.4,55,92,59.8,2,1.3,0.7,10,15,6,3,28
2293,284,383,74.2,7521,4241,70,70,100,122,123,99.2,86,184,46.7,0,0,0,0,1,0,0,0
2294,146,186,78.5,2266,420,80,97,82.5,47,57,82.5,14,16,87.5,1,1,0,9,6,4,0,10
2295,43,47,91.5,731,144,19,21,90.5,20,21,95.2,3,3,100,0,0,0,1,4,1,0,3
2296,18,30,60,246,23,9,15,60,7,9,77.8,1,3,33.3,0,0.2,-0.2,1,0,0,0,1
2297,1671,1971,84.8,26268,10178,917,995,92.2,618,712,86.8,104,172,60.5,2,1.6,0.4,25,94,28,9,130
2298,3,3,100,49,2,2,2,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0
2299,1068,1344,79.5,18822,5777,529,591,89.5,393,469,83.8,120,222,54.1,3,2.3,0.7,29,121,48,6,159
2300,710,886,80.1,10209,2539,421,484,87,224,276,81.2,33,66,50,4,2.8,1.2,31,42,21,7,63
2301,335,386,86.8,7549,1707,78,90,86.7,183,194,94.3,71,90,78.9,0,0.2,-0.2,2,15,2,0,14
2302,348,436,79.8,5913,1360,171,200,85.5,132,157,84.1,36,52,69.2,4,3.3,0.7,28,27,10,2,46
2303,86,112,76.8,1432,330,44,52,84.6,28,37,75.7,11,16,68.8,0,0.4,-0.4,2,6,3,2,10
2304,1157,1411,82,25010,10518,344,370,93,582,657,88.6,216,345,62.6,0,0.3,-0.3,6,106,8,3,106
2305,865,1155,74.9,13388,3443,483,563,85.8,299,367,81.5,59,155,38.1,3,4.7,-1.7,38,55,29,8,64
2306,1228,1482,82.9,20020,7676,630,703,89.6,472,561,84.1,93,145,64.1,1,1.4,-0.4,17,69,12,3,87
2307,7,7,100,155,30,2,2,100,4,4,100,1,1,100,0,0,0,0,1,0,0,1
2308,72,82,87.8,1518,639,22,26,84.6,33,33,100,16,22,72.7,0,0,0,0,2,0,0,3
2309,235,275,85.5,4130,1576,115,124,92.7,96,114,84.2,22,34,64.7,0,0.5,-0.5,4,12,5,2,22
2310,1071,1288,83.2,16219,3877,632,696,90.8,342,409,83.6,63,100,63,5,6.3,-1.3,54,61,74,12,137
2311,190,273,69.6,2670,919,113,149,75.8,54,75,72,10,19,52.6,0,0.5,-0.5,6,14,9,2,26
2312,1331,1438,92.6,28827,8807,365,383,95.3,708,731,96.9,253,309,81.9,0,0,0,2,91,2,0,83
2313,409,544,75.2,11984,7805,63,64,98.4,214,215,99.5,131,264,49.6,0,0,0,0,5,0,0,2
2314,310,376,82.4,5129,1850,153,168,91.1,126,148,85.1,24,40,60,0,0,0,1,16,0,0,18
2315,354,493,71.8,6275,2048,176,225,78.2,132,173,76.3,42,70,60,3,1.3,1.7,15,40,18,8,57
2316,327,580,56.4,5515,2157,180,229,78.6,110,183,60.1,33,119,27.7,0,1.2,-1.2,18,12,22,18,24
2317,52,69,75.4,802,251,30,36,83.3,17,21,81,3,8,37.5,1,0.5,0.5,3,4,1,0,4
2318,1151,1372,83.9,21894,4349,444,512,86.7,523,605,86.4,155,201,77.1,2,1.1,0.9,9,98,8,3,87
2319,343,492,69.7,5025,887,197,264,74.6,102,136,75,23,39,59,0,0.7,-0.7,10,18,6,0,19
2320,1035,1311,78.9,19072,8023,479,540,88.7,415,518,80.1,130,214,60.7,6,2.5,3.5,25,89,39,22,128
2321,381,508,75,6429,1902,209,237,88.2,103,137,75.2,52,95,54.7,2,2.2,-0.2,27,30,10,7,33
2322,433,552,78.4,7525,1867,210,250,84,166,199,83.4,44,77,57.1,0,0.1,-0.1,4,45,2,0,32
2323,206,270,76.3,3259,383,115,148,77.7,66,78,84.6,17,24,70.8,1,0.9,0.1,9,10,7,1,11
2324,161,215,74.9,2228,347,97,120,80.8,42,63,66.7,10,13,76.9,0,0.3,-0.3,3,8,2,0,14
2325,259,351,73.8,4328,837,137,182,75.3,89,117,76.1,27,35,77.1,2,1.2,0.8,12,19,8,1,28
2326,822,988,83.2,17333,4141,331,369,89.7,305,353,86.4,167,229,72.9,3,1.6,1.4,18,102,11,1,96
2327,241,286,84.3,4031,989,123,135,91.1,88,103,85.4,23,36,63.9,0,0,0,1,8,2,2,4
2328,414,529,78.3,7615,1964,199,240,82.9,130,168,77.4,75,99,75.8,5,5.9,-0.9,33,39,31,2,57
2329,849,977,86.9,18273,4714,228,250,91.2,468,505,92.7,146,204,71.6,0,0,0,0,20,1,0,29
2330,694,894,77.6,16558,5293,157,173,90.8,358,412,86.9,173,294,58.8,1,0.1,0.9,1,34,4,0,41
2331,295,356,82.9,7341,1809,53,65,81.5,164,178,92.1,74,109,67.9,0,0.1,-0.1,3,17,2,1,20
2332,402,546,73.6,7057,3109,194,230,84.3,162,209,77.5,38,84,45.2,4,0.9,3.1,14,43,15,9,48
2333,24,31,77.4,406,108,12,14,85.7,11,14,78.6,1,2,50,1,0.3,0.7,1,0,0,0,0
2334,784,1095,71.6,23930,12677,119,121,98.3,383,386,99.2,282,584,48.3,0,0,0,0,25,0,0,1
2335,1160,1474,78.7,17976,5317,655,754,86.9,393,471,83.4,87,167,52.1,11,6.8,4.2,67,56,82,5,148
2336,1223,1426,85.8,23554,7611,479,529,90.5,563,608,92.6,165,245,67.3,1,1.7,-0.7,17,100,25,8,130
2337,616,825,74.7,10629,2405,318,374,85,218,274,79.6,65,126,51.6,9,6.4,2.6,36,37,37,8,67
2338,569,683,83.3,12598,3884,146,173,84.4,312,349,89.4,107,148,72.3,0,0.3,-0.3,4,23,5,1,38
2339,573,846,67.7,10330,3533,253,330,76.7,228,318,71.7,73,152,48,2,1.8,0.2,12,58,15,3,77
2340,2,2,100,41,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0
2341,8,8,100,115,4,4,4,100,2,2,100,1,1,100,0,0,0,0,0,0,0,0
2342,122,161,75.8,2089,516,56,66,84.8,52,60,86.7,11,25,44,0,0.1,-0.1,1,7,1,0,9
2343,249,329,75.7,4038,1117,129,155,83.2,83,105,79,28,47,59.6,3,2.1,0.9,12,25,5,4,22
2344,409,531,77,6838,2117,214,248,86.3,144,175,82.3,41,74,55.4,2,2.3,-0.3,28,28,14,3,44
2345,137,156,87.8,2482,622,63,72,87.5,50,55,90.9,21,24,87.5,0,0.1,-0.1,4,13,4,1,14
2346,811,1061,76.4,15731,3885,336,410,82,346,420,82.4,120,182,65.9,2,1.5,0.5,13,76,11,6,93
2347,12,17,70.6,167,13,7,12,58.3,5,5,100,0,0,0,1,0.3,0.7,1,0,0,0,0
2348,256,295,86.8,4739,1231,89,94,94.7,144,156,92.3,19,37,51.4,1,0.8,0.2,5,7,7,3,15
2349,1136,1307,86.9,21019,7426,426,454,93.8,597,649,92,102,178,57.3,0,0.4,-0.4,7,62,5,2,77
2350,38,42,90.5,590,96,23,25,92,12,13,92.3,3,4,75,0,0.1,-0.1,1,4,0,0,2
2351,107,137,78.1,1900,603,48,56,85.7,48,60,80,8,11,72.7,0,0.6,-0.6,3,6,8,0,19
2352,63,80,78.8,933,126,37,45,82.2,21,27,77.8,4,5,80,0,0,0,0,4,3,0,6
2353,492,640,76.9,7942,2500,283,329,86,151,195,77.4,44,79,55.7,4,5.4,-1.4,27,35,30,11,61
2354,435,612,71.1,6367,1384,259,337,76.9,139,192,72.4,27,43,62.8,2,3.8,-1.8,30,31,11,3,43
2355,55,60,91.7,810,298,36,37,97.3,14,17,82.4,5,5,100,0,0,0,0,3,0,0,4
2356,340,385,88.3,6036,1830,157,175,89.7,156,171,91.2,26,34,76.5,1,0.1,0.9,3,21,4,2,34
2357,176,216,81.5,3829,887,65,73,89,63,75,84,41,59,69.5,0,0.5,-0.5,3,14,3,0,16
2358,185,264,70.1,3145,748,96,116,82.8,62,83,74.7,21,49,42.9,2,1.3,0.7,20,7,8,1,14
2359,875,1243,70.4,20029,6657,319,387,82.4,306,394,77.7,236,411,57.4,5,5.8,-0.8,64,129,28,7,136
2360,1490,1727,86.3,31948,9406,458,496,92.3,732,790,92.7,280,401,69.8,0,0.2,-0.2,2,123,5,0,74
2361,605,712,85,11796,3172,232,261,88.9,277,312,88.8,87,115,75.7,0,0.4,-0.4,5,57,5,2,53
2362,239,356,67.1,4010,506,135,179,75.4,66,106,62.3,27,42,64.3,2,1.7,0.3,14,11,5,1,16
2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,453,583,77.7,10909,4622,133,148,89.9,199,227,87.7,120,203,59.1,0,0,0,1,40,12,0,39
2365,57,76,75,886,82,29,38,76.3,22,29,75.9,3,6,50,0,0.3,-0.3,4,0,2,0,2
2366,1,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,1116,1374,81.2,21798,6622,431,483,89.2,483,563,85.8,172,272,63.2,1,2.8,-1.8,24,132,28,2,136
2368,311,430,72.3,4324,591,180,234,76.9,94,133,70.7,15,21,71.4,1,2.3,-1.3,21,10,2,0,16
2369,100,182,54.9,1460,353,58,90,64.4,33,54,61.1,5,15,33.3,0,0.9,-0.9,10,11,0,0,10
2370,987,1279,77.2,18821,4872,390,482,80.9,444,529,83.9,138,221,62.4,4,3.3,0.7,21,112,24,1,111
2371,668,810,82.5,15513,5039,148,165,89.7,368,415,88.7,148,219,67.6,0,0.2,-0.2,2,36,3,0,43
2372,653,801,81.5,14090,4639,205,217,94.5,329,360,91.4,117,205,57.1,0,0.2,-0.2,1,61,2,0,61
2373,304,429,70.9,4887,1406,156,203,76.8,118,159,74.2,21,39,53.8,3,1.7,1.3,17,31,10,2,36
2374,885,1218,72.7,27045,14438,119,121,98.3,405,411,98.5,358,683,52.4,0,0,0,0,7,0,0,0
2375,1012,1320,76.7,20309,8892,386,450,85.8,448,561,79.9,165,257,64.2,2,2.1,-0.1,26,83,37,22,127
2376,340,473,71.9,5136,1813,181,219,82.6,125,169,74,22,45,48.9,3,1,2,13,38,14,4,60
2377,178,246,72.4,3380,1634,74,85,87.1,75,95,78.9,26,58,44.8,1,0.4,0.6,5,17,3,1,28
2378,1422,1614,88.1,26775,6731,580,631,91.9,616,661,93.2,187,262,71.4,1,1.1,-0.1,12,128,9,0,103
2379,289,362,79.8,4194,960,170,198,85.9,89,103,86.4,18,28,64.3,0,0.4,-0.4,4,17,3,0,21
2380,1204,1388,86.7,23631,6125,462,536,86.2,529,589,89.8,191,227,84.1,1,2.7,-1.7,24,135,12,0,118
2381,381,462,82.5,6481,2145,184,204,90.2,162,183,88.5,30,55,54.5,0,0.3,-0.3,5,23,6,2,33
2382,726,918,79.1,22262,12459,104,105,99,335,336,99.7,287,477,60.2,0,0,0,1,7,0,0,1
2383,6,8,75,62,22,4,4,100,2,2,100,0,1,0,0,0,0,0,1,0,0,1
2384,85,109,78,1925,414,24,25,96,37,39,94.9,24,44,54.5,0,0.3,-0.3,5,8,0,0,5
2385,20,28,71.4,883,646,1,1,100,6,6,100,13,21,61.9,0,0,0,0,0,0,0,0
2386,94,107,87.9,1992,302,36,40,90,30,36,83.3,26,27,96.3,0,0,0,1,8,0,0,2
2387,131,223,58.7,1849,424,79,122,64.8,40,70,57.1,6,12,50,1,0.7,0.3,7,6,4,0,13
2388,20,30,66.7,289,78,12,12,100,7,11,63.6,1,5,20,0,0,0,0,3,0,0,3
2389,110,175,62.9,4152,3081,18,18,100,34,34,100,57,122,46.7,0,0,0,0,2,1,0,0
2390,1541,1892,81.4,24883,7784,866,947,91.4,518,621,83.4,129,223,57.8,1,1.1,-0.1,20,93,24,14,100
2391,532,602,88.4,12672,3163,124,139,89.2,248,272,91.2,149,171,87.1,0,0.1,-0.1,2,112,5,1,63
2392,351,426,82.4,6422,1748,164,182,90.1,140,166,84.3,43,68,63.2,0,1,-1,12,37,12,2,45
2393,677,881,76.8,13558,2637,271,325,83.4,247,292,84.6,132,205,64.4,1,1.2,-0.2,12,55,11,3,45
2394,1133,1445,78.4,36748,24424,176,178,98.9,450,458,98.3,501,803,62.4,0,0,0,0,28,0,0,1
2395,468,612,76.5,9619,2215,164,213,77,199,240,82.9,94,121,77.7,3,1.5,1.5,15,48,10,0,58
2396,456,518,88,9392,1830,156,169,92.3,211,229,92.1,82,107,76.6,0,0.5,-0.5,5,33,4,2,28
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,727,934,77.8,12868,4621,328,360,91.1,322,410,78.5,66,116,56.9,3,1.8,1.2,16,51,24,11,72
2399,125,154,81.2,1870,444,70,78,89.7,46,51,90.2,6,16,37.5,1,0.3,0.7,4,12,1,0,10
2400,3,5,60,35,3,2,3,66.7,1,1,100,0,1,0,0,0,0,0,0,0,0,0
2401,186,240,77.5,3320,614,80,101,79.2,84,96,87.5,18,24,75,1,1.5,-0.5,16,10,6,2,9
2402,182,206,88.3,2900,627,89,98,90.8,73,81,90.1,13,15,86.7,0,0.3,-0.3,2,7,2,1,7
2403,356,426,83.6,6282,1550,165,183,90.2,132,153,86.3,46,64,71.9,2,3,-1,19,25,26,5,39
2404,86,123,69.9,1158,168,46,59,78,31,44,70.5,0,2,0,0,0.6,-0.6,4,2,3,0,6
2405,1645,2015,81.6,25958,11037,923,1005,91.8,568,667,85.2,119,253,47,5,5.2,-0.2,71,87,46,16,154
2406,1046,1417,73.8,25932,7709,316,366,86.3,432,521,82.9,291,504,57.7,3,2.7,0.3,38,132,23,5,110
2407,342,483,70.8,4738,866,214,270,79.3,93,133,69.9,14,27,51.9,1,2,-1,20,13,10,3,25
2408,6,8,75,84,12,4,5,80,2,2,100,0,0,0,0,0,0,0,1,0,0,0
2409,9,12,75,112,33,7,7,100,2,2,100,0,2,0,0,0,0,0,0,0,0,0
2410,1,2,50,12,12,1,1,100,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2411,1522,1826,83.4,29460,10344,533,596,89.4,786,886,88.7,179,300,59.7,2,2.5,-0.5,25,117,27,9,133
2412,462,510,90.6,9771,2627,130,134,97,254,271,93.7,73,96,76,0,0,0,0,11,1,0,11
2413,110,168,65.5,1905,417,59,82,72,36,54,66.7,13,22,59.1,1,0.6,0.4,9,12,5,1,14
2414,20,21,95.2,434,91,5,5,100,11,11,100,4,5,80,0,0,0,0,1,0,0,0
2415,749,947,79.1,13596,3452,328,381,86.1,298,335,89,100,184,54.3,5,4.8,0.2,45,52,22,5,62
2416,17,22,77.3,325,98,4,5,80,11,14,78.6,2,3,66.7,0,0,0,2,4,1,0,3
2417,15,22,68.2,244,19,9,12,75,5,5,100,1,4,25,0,0,0,1,0,0,0,0
2418,839,959,87.5,17222,4144,310,342,90.6,346,387,89.4,164,197,83.2,1,0.9,0.1,10,80,8,0,66
2419,584,788,74.1,8590,1487,336,421,79.8,202,263,76.8,22,34,64.7,7,5.5,1.5,29,33,17,3,46
2420,1280,1427,89.7,21635,3374,636,677,93.9,490,533,91.9,119,152,78.3,6,3.7,2.3,32,81,32,0,72
2421,1186,1500,79.1,21251,6308,506,563,89.9,557,690,80.7,107,195,54.9,4,3.1,0.9,28,56,44,13,111
2422,728,872,83.5,12809,3280,355,404,87.9,268,313,85.6,94,119,79,5,4,1,29,79,50,1,102
2423,227,305,74.4,3154,438,136,163,83.4,66,85,77.6,12,28,42.9,3,0.5,2.5,11,8,6,0,17
2424,1,1,100,12,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,191,229,83.4,3331,1175,97,105,92.4,68,81,84,20,31,64.5,0,0.2,-0.2,3,16,8,5,14
