Unnamed: 0,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected,Expected.1,Expected.2,Expected.3,Expected.4
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,18,6,33.3,0.91,0.3,0,0,20.3,3,0,0,1.2,1.2,0.07,-1.2,-1.2
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,15,5,33.3,0.47,0.16,0.2,0.6,10.2,0,0,0,1.7,1.7,0.11,1.3,1.3
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,20,0,0,1.36,0,0,0,22.9,1,0,0,1,1,0.05,-1,-1
7,3,30,10,33.3,0.91,0.3,0.1,0.3,25.9,0,0,0,1.3,1.3,0.04,1.7,1.7
8,3,19,4,21.1,1.87,0.39,0.16,0.75,11.8,0,0,0,2.1,2.1,0.11,0.9,0.9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,13,3,23.1,0.93,0.21,0,0,11.3,0,0,0,1.2,1.2,0.09,-1.2,-1.2
11,1,9,2,22.2,0.66,0.15,0.11,0.5,16,0,0,0,0.7,0.7,0.07,0.3,0.3
12,6,32,13,40.6,2.77,1.13,0.19,0.46,9.7,0,0,0,6.4,6.4,0.2,-0.4,-0.4
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,9,0,0,1.84,0,0,0,25,1,0,0,0.3,0.3,0.03,-0.3,-0.3
15,0,8,0,0,0.26,0,0,0,13.1,0,0,0,1,1,0.12,-1,-1
16,1,2,1,50,1.8,0.9,0.5,1,14.7,0,0,0,0.3,0.3,0.13,0.7,0.7
17,1,18,3,16.7,0.7,0.12,0.06,0.33,20.7,0,0,0,1.1,1.1,0.06,-0.1,-0.1
18,9,56,31,55.4,1.89,1.05,0.16,0.29,13.1,0,0,0,8.8,8.8,0.16,0.2,0.2
19,1,7,4,57.1,0.34,0.19,0.14,0.25,15.4,0,0,0,0.9,0.9,0.13,0.1,0.1
20,2,21,6,28.6,3.95,1.13,0.1,0.33,14.6,0,0,0,2.2,2.2,0.11,-0.2,-0.2
21,0,20,5,25,0.61,0.15,0,0,8.8,0,0,0,1.1,1.1,0.05,-1.1,-1.1
22,0,1,0,0,2.5,0,0,0,17.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2
23,2,24,9,37.5,0.89,0.33,0.08,0.22,19.9,1,0,0,1.4,1.4,0.06,0.6,0.6
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,2,0,0,0.12,0,0,0,14.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2
27,0,2,0,0,0.23,0,0,0,20.5,0,0,0,0,0,0.02,0,0
28,1,4,1,25,0.51,0.13,0.25,1,19.7,0,0,0,0.6,0.6,0.14,0.4,0.4
29,1,19,4,21.1,1.26,0.27,0.05,0.25,17.3,0,0,0,1.9,1.9,0.1,-0.9,-0.9
30,3,29,6,20.7,0.83,0.17,0.1,0.5,8.8,0,0,0,2.9,2.9,0.1,0.1,0.1
31,4,17,10,58.8,2.74,1.61,0.18,0.3,13.8,0,1,2,3.3,1.8,0.11,0.7,1.2
32,1,8,3,37.5,0.32,0.12,0.13,0.33,9.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2
33,0,5,1,20,1.79,0.36,0,0,22.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
34,2,11,6,54.5,1.1,0.6,0.18,0.33,21.8,0,0,0,1.6,1.6,0.14,0.4,0.4
35,0,1,0,0,0.7,0,0,0,4.1,0,0,0,0.2,0.2,0.16,-0.2,-0.2
36,2,31,6,19.4,1.3,0.25,0.06,0.33,20.9,0,0,0,2.3,2,0.06,-0.3,0
37,0,2,1,50,5,2.5,0,0,15,0,0,0,0.1,0.1,0.05,-0.1,-0.1
38,0,9,0,0,0.63,0,0,0,14.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8
39,2,14,4,28.6,0.47,0.14,0.14,0.5,25.2,1,0,0,1,1,0.07,1,1
40,0,1,0,0,0.48,0,0,0,14.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1
41,1,16,6,37.5,1.03,0.38,0.06,0.17,19.7,0,0,0,0.6,0.6,0.04,0.4,0.4
42,2,13,4,30.8,0.42,0.13,0.15,0.5,9,0,0,0,1.3,1.3,0.1,0.7,0.7
43,16,67,30,44.8,2.03,0.91,0.18,0.4,14.3,0,4,5,16.5,12.7,0.19,-0.5,-0.7
44,2,19,4,21.1,0.73,0.15,0.11,0.5,13.4,0,0,0,1.8,1.8,0.09,0.2,0.2
45,1,2,1,50,0.21,0.1,0.5,1,23.8,0,0,0,0.4,0.4,0.19,0.6,0.6
46,0,4,0,0,2.47,0,0,0,11.1,0,0,0,1.1,1.1,0.27,-1.1,-1.1
47,1,3,1,33.3,0.34,0.11,0.33,1,16,0,0,0,0.1,0.1,0.04,0.9,0.9
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,12,1,8.3,1.02,0.09,0,0,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9
50,1,2,2,100,0.15,0.15,0.5,0.5,19.7,0,0,0,0.1,0.1,0.03,0.9,0.9
51,2,21,6,28.6,0.71,0.2,0.1,0.33,22.3,3,0,0,1.3,1.3,0.06,0.7,0.7
52,0,5,0,0,0.3,0,0,0,21,0,0,0,0.2,0.2,0.04,-0.2,-0.2
53,0,1,0,0,1.23,0,0,0,26,0,0,0,0,0,0.02,0,0
54,11,37,18,48.6,2.67,1.3,0.24,0.5,12.6,0,2,2,6.5,5,0.14,4.5,4
55,3,27,11,40.7,0.8,0.33,0.11,0.27,19.6,1,0,0,2.4,2.4,0.09,0.6,0.6
56,9,69,29,42,2.37,1,0.13,0.31,20.3,3,0,0,5.5,5.3,0.08,3.5,3.7
57,0,8,1,12.5,0.23,0.03,0,0,13.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
58,1,21,9,42.9,1.08,0.46,0.05,0.11,20.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3
59,6,36,18,50,2.1,1.05,0.14,0.28,13.7,3,1,2,8.3,6.7,0.2,-2.3,-1.7
60,0,2,0,0,0.2,0,0,0,12,0,0,0,0.1,0.1,0.05,-0.1,-0.1
61,1,22,5,22.7,1.07,0.24,0.05,0.2,21,1,0,0,1.4,1.4,0.06,-0.4,-0.4
62,1,27,3,11.1,1.12,0.12,0.04,0.33,24.2,6,0,0,1.7,1.7,0.06,-0.7,-0.7
63,0,7,2,28.6,0.48,0.14,0,0,13.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
64,1,11,3,27.3,0.44,0.12,0.09,0.33,7.6,0,0,0,0.8,0.8,0.08,0.2,0.2
65,1,13,3,23.1,1.41,0.33,0.08,0.33,17.8,1,0,0,1,1,0.07,0,0
66,0,1,0,0,1.87,0,0,0,17.5,0,0,0,0,0,0.02,0,0
67,2,30,8,26.7,1.98,0.53,0.07,0.25,21,0,0,0,1.9,1.9,0.06,0.1,0.1
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,56,11,19.6,1.66,0.33,0.04,0.18,23.7,16,0,0,2.8,2.8,0.05,-0.8,-0.8
70,0,1,1,100,2.65,2.65,0,0,18.4,0,0,0,0,0,0.05,0,0
71,0,10,0,0,2.59,0,0,0,12.4,0,0,0,1.4,1.4,0.14,-1.4,-1.4
72,2,25,8,32,0.91,0.29,0.08,0.25,18.6,0,0,0,1.5,1.5,0.06,0.5,0.5
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,1,1,100,0.03,0.03,1,1,6,0,0,0,0.1,0.1,0.1,0.9,0.9
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,7,2,28.6,0.31,0.09,0,0,21.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
77,0,12,4,33.3,1.74,0.58,0,0,14.2,0,0,0,1.4,1.4,0.11,-1.4,-1.4
78,4,33,13,39.4,1.22,0.48,0.12,0.31,18.4,1,0,0,3.2,3.2,0.1,0.8,0.8
79,2,22,9,40.9,2.06,0.84,0.09,0.22,17.2,5,0,0,1.7,1.7,0.08,0.3,0.3
80,0,6,2,33.3,0.34,0.11,0,0,16.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
81,1,11,1,9.1,0.51,0.05,0.09,1,14.1,0,0,0,0.5,0.5,0.05,0.5,0.5
82,1,10,3,30,0.55,0.17,0.1,0.33,22,3,0,0,0.3,0.3,0.03,0.7,0.7
83,1,7,2,28.6,0.7,0.2,0.14,0.5,17.2,0,0,0,0.7,0.7,0.1,0.3,0.3
84,0,15,5,33.3,0.9,0.3,0,0,19,0,0,0,2.1,2.1,0.14,-2.1,-2.1
85,0,2,0,0,1.55,0,0,0,29.4,0,0,0,0,0,0.02,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,3,1,33.3,0.37,0.12,0.33,1,10.8,0,0,0,0.4,0.4,0.13,0.6,0.6
88,1,4,1,25,0.44,0.11,0.25,1,10.9,0,0,0,0.2,0.2,0.05,0.8,0.8
89,0,19,7,36.8,2.27,0.84,0,0,19.8,0,0,0,1.4,1.4,0.07,-1.4,-1.4
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,43,14,32.6,2.05,0.67,0.05,0.14,23.5,3,0,0,2.1,2.1,0.05,-0.1,-0.1
92,0,7,2,28.6,0.3,0.09,0,0,17.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
93,0,9,3,33.3,0.33,0.11,0,0,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
94,0,5,1,20,0.56,0.11,0,0,12.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
95,0,5,0,0,2.34,0,0,0,20,1,0,0,0.3,0.3,0.06,-0.3,-0.3
96,1,13,3,23.1,0.43,0.1,0.08,0.33,15.4,1,0,0,1.1,1.1,0.08,-0.1,-0.1
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,39,14,35.9,3.12,1.12,0.05,0.14,12.4,0,1,1,5.5,4.7,0.12,-2.5,-2.7
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,20,7,35,0.62,0.22,0,0,13.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1
103,5,40,9,22.5,1.43,0.32,0.13,0.56,22.2,4,0,0,2.5,2.5,0.06,2.5,2.5
104,0,6,1,16.7,0.32,0.05,0,0,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,1,0,0,0.67,0,0,0,8.6,0,0,0,0,0,0.03,0,0
107,0,2,0,0,0.2,0,0,0,27.6,0,0,0,0,0,0.01,0,0
108,4,35,13,37.1,1.46,0.54,0.11,0.31,15.8,4,0,0,3.8,3.8,0.11,0.2,0.2
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,16,6,37.5,0.74,0.28,0,0,23.9,2,1,1,1.7,0.9,0.06,-0.7,-0.9
112,0,12,4,33.3,0.4,0.13,0,0,14.2,0,0,0,1.2,1.2,0.1,-1.2,-1.2
113,0,2,0,0,6.92,0,0,0,7.6,0,0,0,0.2,0.2,0.1,-0.2,-0.2
114,10,64,23,35.9,2.92,1.05,0.16,0.43,12.8,0,0,0,11.4,11.4,0.18,-1.4,-1.4
115,0,1,0,0,0.39,0,0,0,29.8,0,0,0,0,0,0.02,0,0
116,7,71,25,35.2,3.59,1.26,0.07,0.2,15.9,0,2,2,10.3,8.8,0.12,-3.3,-3.8
117,2,27,12,44.4,1.4,0.62,0.07,0.17,20.7,2,0,0,3.3,3.3,0.12,-1.3,-1.3
118,0,7,0,0,0.4,0,0,0,18.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
119,0,1,0,0,3.46,0,0,0,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1
120,3,47,9,19.1,1.42,0.27,0.06,0.33,25.5,6,0,0,2.2,2.2,0.05,0.8,0.8
121,0,4,2,50,0.22,0.11,0,0,9.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7
122,4,50,10,20,3.01,0.6,0.08,0.4,22.6,1,0,0,3.7,3.7,0.07,0.3,0.3
123,0,6,0,0,0.22,0,0,0,10.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
124,2,12,4,33.3,0.72,0.24,0.17,0.5,10.2,0,0,0,1.6,1.6,0.13,0.4,0.4
125,0,27,2,7.4,0.87,0.06,0,0,26.8,5,0,0,1.2,1.2,0.05,-1.2,-1.2
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,9,2,22.2,2.76,0.61,0,0,12.3,0,0,0,1,1,0.11,-1,-1
129,0,1,0,0,1.91,0,0,0,26,0,0,0,0,0,0.02,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4,54,12,22.2,1.76,0.39,0.07,0.33,20.8,0,0,0,3,3,0.05,1,1
132,3,54,16,29.6,1.88,0.56,0.06,0.19,28.5,12,0,0,2,2,0.04,1,1
133,0,4,1,25,3.21,0.8,0,0,9.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4
134,0,1,1,100,0.67,0.67,0,0,25.3,0,0,0,0,0,0.04,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3,22,6,27.3,1.09,0.3,0.14,0.5,20.8,0,0,0,1,1,0.05,2,2
137,0,2,1,50,0.8,0.4,0,0,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
138,1,7,3,42.9,0.83,0.35,0.14,0.33,18.7,0,0,0,0.6,0.6,0.08,0.4,0.4
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5,42,11,26.2,2.02,0.53,0.12,0.45,18.2,3,0,0,4.9,4.9,0.12,0.1,0.1
141,0,1,0,0,0.95,0,0,0,25.6,0,0,0,0,0,0.01,0,0
142,14,43,22,51.2,1.35,0.69,0.21,0.41,15.7,5,5,5,12.5,8.7,0.2,1.5,0.3
143,1,11,5,45.5,1.2,0.54,0.09,0.2,16.6,0,0,0,0.8,0.8,0.07,0.2,0.2
144,0,5,0,0,0.54,0,0,0,14,0,0,0,0.2,0.2,0.04,-0.2,-0.2
145,1,8,5,62.5,0.75,0.47,0.13,0.2,17.6,0,0,0,0.6,0.6,0.07,0.4,0.4
146,10,56,19,33.9,2.16,0.73,0.14,0.42,13.5,0,2,2,10.6,9.1,0.16,-0.6,-1.1
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,8,2,25,0.22,0.06,0.13,0.5,19.4,0,0,0,0.3,0.3,0.04,0.7,0.7
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,17,6,35.3,0.78,0.28,0,0,17.9,3,0,0,0.9,0.9,0.05,-0.9,-0.9
151,2,14,6,42.9,0.79,0.34,0.14,0.33,16.4,0,0,0,1.4,1.4,0.1,0.6,0.6
152,0,3,0,0,1.96,0,0,0,19.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
153,0,8,2,25,3.56,0.89,0,0,20.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
154,5,29,13,44.8,1.92,0.86,0.17,0.38,11.2,0,0,0,6.9,6.9,0.24,-1.9,-1.9
155,0,1,0,0,0.18,0,0,0,27.3,0,0,0,0,0,0.01,0,0
156,1,25,11,44,1.07,0.47,0.04,0.09,16.7,0,0,0,2.4,2.4,0.09,-1.4,-1.4
157,0,5,0,0,0.57,0,0,0,15.1,2,0,0,0.5,0.5,0.1,-0.5,-0.5
158,0,25,6,24,0.66,0.16,0,0,18.6,0,0,0,1.4,1.4,0.06,-1.4,-1.4
159,0,2,0,0,1.78,0,0,0,13,0,0,0,0.2,0.2,0.08,-0.2,-0.2
160,1,11,4,36.4,0.45,0.16,0.09,0.25,16.1,0,0,0,0.8,0.8,0.07,0.2,0.2
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,5,20,12,60,2.29,1.37,0.25,0.42,15.2,0,0,0,3.5,3.5,0.17,1.5,1.5
163,0,11,3,27.3,0.38,0.1,0,0,14.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
164,1,17,4,23.5,0.64,0.15,0.06,0.25,23.7,0,0,0,0.5,0.5,0.03,0.5,0.5
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,2,1,50,1.31,0.66,0,0,24,0,0,0,0.1,0.1,0.03,-0.1,-0.1
167,1,11,2,18.2,1.82,0.33,0.09,0.5,14.1,0,0,0,1.5,1.5,0.16,-0.5,-0.5
168,6,57,23,40.4,3.17,1.28,0.11,0.26,16.7,0,0,1,7.4,6.6,0.12,-1.4,-0.6
169,9,60,23,38.3,2.52,0.97,0.15,0.39,20.5,3,0,0,6.9,6.9,0.11,2.1,2.1
170,0,2,0,0,0.2,0,0,0,10,0,0,0,0.1,0.1,0.05,-0.1,-0.1
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2,16,4,25,0.73,0.18,0.13,0.5,16.9,0,0,0,1.1,1.1,0.07,0.9,0.9
173,0,2,2,100,0.11,0.11,0,0,14,0,0,0,0.2,0.2,0.1,-0.2,-0.2
174,6,34,12,35.3,1.14,0.4,0.18,0.5,18.3,0,0,0,3.3,3.3,0.1,2.7,2.7
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,3,2,66.7,4.82,3.21,0,0,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
177,1,8,2,25,0.6,0.15,0.13,0.5,9.6,0,0,0,0.6,0.6,0.08,0.4,0.4
178,7,44,19,43.2,3.31,1.43,0.16,0.37,13.5,0,0,0,5.8,5.8,0.13,1.2,1.2
179,0,13,2,15.4,0.42,0.06,0,0,16.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1
180,11,38,19,50,3.72,1.86,0.29,0.58,18.2,7,0,0,5.3,5.3,0.15,5.7,5.7
181,0,3,1,33.3,0.16,0.05,0,0,30.5,1,0,0,0,0,0.02,0,0
182,2,13,4,30.8,0.72,0.22,0.15,0.5,8.2,0,0,0,1.8,1.8,0.14,0.2,0.2
183,0,2,1,50,0.27,0.14,0,0,13,0,0,0,0.2,0.2,0.1,-0.2,-0.2
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,1,1,100,0.07,0.07,0,0,15.6,0,0,0,0,0,0.05,0,0
186,6,60,20,33.3,1.81,0.6,0.1,0.3,21.6,1,0,0,4.4,4.4,0.07,1.6,1.6
187,0,2,1,50,0.17,0.09,0,0,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
188,17,105,45,42.9,3.1,1.33,0.14,0.33,12.7,0,2,2,17.3,15.7,0.15,-0.3,-0.7
189,0,5,1,20,0.49,0.1,0,0,8.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6
190,0,8,2,25,0.63,0.16,0,0,8.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
191,5,36,12,33.3,2.36,0.79,0.11,0.33,13.4,0,1,1,5.9,5.1,0.14,-0.9,-1.1
192,7,43,15,34.9,1.4,0.49,0.16,0.47,15.3,1,0,0,5.8,5.8,0.13,1.2,1.2
193,0,13,3,23.1,0.44,0.1,0,0,13.6,0,0,0,1,1,0.08,-1,-1
194,0,2,0,0,0.72,0,0,0,20,1,0,0,0.2,0.2,0.12,-0.2,-0.2
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,2,1,50,0.42,0.21,0,0,16.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
197,1,36,13,36.1,1.93,0.7,0.03,0.08,20.2,5,0,0,2.9,2.9,0.08,-1.9,-1.9
198,0,4,0,0,1.31,0,0,0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
199,3,36,9,25,1.12,0.28,0.08,0.33,20.4,0,0,0,2.6,2.6,0.07,0.4,0.4
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,22,12,54.5,1.38,0.75,0.09,0.17,16.8,0,0,0,1.8,1.8,0.08,0.2,0.2
202,3,38,11,28.9,2.23,0.65,0.08,0.27,18.4,2,0,0,3.2,3.2,0.08,-0.2,-0.2
203,0,1,1,100,2.14,2.14,0,0,28,0,0,0,0,0,0.03,0,0
204,2,19,6,31.6,1.75,0.55,0.11,0.33,20.4,1,0,0,1.6,1.6,0.08,0.4,0.4
205,3,39,12,30.8,2.64,0.81,0.05,0.17,15.7,0,1,1,5.1,4.4,0.11,-2.1,-2.4
206,9,55,25,45.5,2.54,1.16,0.16,0.36,16.9,0,0,0,6.2,6.2,0.11,2.8,2.8
207,0,1,1,100,1,1,0,0,23.6,0,0,0,0,0,0.02,0,0
208,0,5,0,0,0.2,0,0,0,12.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
209,0,2,1,50,2.12,1.06,0,0,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
210,2,32,10,31.3,1.25,0.39,0.06,0.2,16,0,0,0,3.3,3.3,0.1,-1.3,-1.3
211,3,23,7,30.4,1.58,0.48,0.13,0.43,19,0,0,0,1.8,1.8,0.08,1.2,1.2
212,0,2,0,0,0.16,0,0,0,19.3,0,0,0,0,0,0.02,0,0
213,8,90,38,42.2,2.77,1.17,0.09,0.21,20,6,0,1,8.9,8,0.09,-0.9,0
214,3,14,5,35.7,0.49,0.17,0.21,0.6,8.2,0,0,0,2.1,2.1,0.15,0.9,0.9
215,0,4,0,0,1.13,0,0,0,24.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
216,0,11,4,36.4,0.58,0.21,0,0,18,0,0,0,0.4,0.4,0.04,-0.4,-0.4
217,0,4,2,50,0.91,0.45,0,0,23.6,2,0,0,0.3,0.3,0.07,-0.3,-0.3
218,0,10,1,10,0.35,0.03,0,0,13.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
219,4,45,17,37.8,1.56,0.59,0.09,0.24,20.9,7,0,0,3.3,3.3,0.07,0.7,0.7
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,11,2,18.2,0.34,0.06,0,0,10,0,0,0,1.2,1.2,0.11,-1.2,-1.2
222,1,21,4,19,1.24,0.24,0.05,0.25,19.8,1,0,0,1.4,1.4,0.06,-0.4,-0.4
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,12,6,50,1.48,0.74,0.17,0.33,16.9,0,0,0,1.4,1.4,0.11,0.6,0.6
225,1,17,5,29.4,0.61,0.18,0.06,0.2,15,0,0,0,1.2,1.2,0.07,-0.2,-0.2
226,0,5,1,20,1.27,0.25,0,0,22.6,1,0,0,0.5,0.5,0.11,-0.5,-0.5
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,7,4,57.1,0.59,0.34,0.29,0.5,14.6,0,0,0,1.4,1.4,0.19,0.6,0.6
229,6,62,21,33.9,2.36,0.8,0.1,0.29,15.3,1,0,0,5.5,5.5,0.09,0.5,0.5
230,0,12,3,25,2.92,0.73,0,0,12.9,0,0,0,1,1,0.08,-1,-1
231,2,11,2,18.2,0.38,0.07,0.18,1,9,0,0,0,1.2,1.2,0.11,0.8,0.8
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,9,46,19,41.3,1.88,0.78,0.2,0.47,12.3,0,0,0,9.1,9.1,0.2,-0.1,-0.1
234,1,11,2,18.2,0.36,0.06,0.09,0.5,8.9,0,0,0,0.9,0.9,0.09,0.1,0.1
235,3,31,10,32.3,2.52,0.81,0.1,0.3,22,0,0,0,2,2,0.07,1,1
236,0,5,1,20,0.27,0.05,0,0,20,0,0,0,0.2,0.2,0.03,-0.2,-0.2
237,1,10,5,50,0.29,0.15,0.1,0.2,8.9,0,0,0,1,1,0.1,0,0
238,1,2,1,50,0.34,0.17,0.5,1,18.6,0,0,0,0.3,0.3,0.14,0.7,0.7
239,0,4,1,25,0.4,0.1,0,0,14.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4
240,0,2,0,0,2.28,0,0,0,28.2,0,0,0,0,0,0.02,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,12,4,33.3,1.81,0.6,0,0,11.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6
243,0,1,0,0,3,0,0,0,23.9,0,0,0,0,0,0.03,0,0
244,0,7,0,0,0.23,0,0,0,22.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
245,1,7,2,28.6,0.5,0.14,0.14,0.5,13.4,0,0,0,0.4,0.4,0.06,0.6,0.6
246,0,29,9,31,3.27,1.02,0,0,18,0,0,0,2.2,2.2,0.08,-2.2,-2.2
247,1,26,5,19.2,1.12,0.22,0.04,0.2,17.2,0,0,0,2.8,2.8,0.11,-1.8,-1.8
248,1,15,5,33.3,0.65,0.22,0.07,0.2,19.1,0,0,0,0.8,0.8,0.05,0.2,0.2
249,1,34,9,26.5,1.8,0.48,0.03,0.11,18.2,0,0,0,3,3,0.09,-2,-2
250,13,102,34,33.3,3.18,1.06,0.09,0.26,16.9,8,4,5,13.8,9.9,0.1,-0.8,-0.9
251,3,19,7,36.8,1.22,0.45,0.16,0.43,21.1,0,0,0,1.4,1.4,0.07,1.6,1.6
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2,33,11,33.3,1.74,0.58,0.06,0.18,21.4,5,0,0,2.3,2.3,0.07,-0.3,-0.3
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,20,68,22,32.4,2.35,0.76,0.15,0.45,16.9,5,10,12,19.1,10.1,0.15,0.9,-0.1
256,0,11,4,36.4,0.82,0.3,0,0,18.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,9,0,0,0.87,0,0,0,16.7,0,1,1,1.2,0.5,0.05,-0.2,-0.5
259,0,3,1,33.3,0.23,0.08,0,0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
260,5,37,14,37.8,2.11,0.8,0.11,0.29,15.6,0,1,1,7.6,6.8,0.18,-2.6,-2.8
261,1,8,3,37.5,1.09,0.41,0.13,0.33,20.1,1,0,0,0.4,0.4,0.05,0.6,0.6
262,0,2,0,0,1.2,0,0,0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,6,1,16.7,0.2,0.03,0,0,11,0,0,0,0.3,0.3,0.06,-0.3,-0.3
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,12,1,8.3,0.81,0.07,0,0,25.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7
269,1,35,11,31.4,2.26,0.71,0.03,0.09,19.9,1,0,0,2.3,2.3,0.07,-1.3,-1.3
