Unnamed: 0,Expected,Expected.1,Expected.2,Expected.3
Rk,xG,npxG,xA,npxG+xA
2636,0,0,0,0
2637,0,0,0,0
2638,0.4,0.4,0.2,0.6
2639,0.2,0.2,0,0.2
2640,0.1,0.1,0.3,0.4
2641,0.3,0.3,0,0.3
2642,0.4,0.4,2.2,2.6
2643,0.1,0.1,0.5,0.6
2644,0.1,0.1,0,0.1
2645,12.6,10.3,2.1,12.4
2646,0,0,0,0
2647,0.1,0.1,0,0.1
2648,4.1,3.3,1.3,4.6
2649,0.3,0.3,1.8,2
2650,1,1,0.9,1.9
2651,0,0,0,0
2652,2.8,2.8,1.2,4
2653,0,0,0,0
2654,0,0,0.1,0.1
2655,0.1,0.1,0,0.1
2656,0,0,0.4,0.4
2657,0.1,0.1,0.1,0.2
2658,0.3,0.3,0,0.3
2659,0.1,0.1,0,0.1
2660,4.5,4.5,0.3,4.9
2661,2,2,3.2,5.2
2662,2.1,2.1,0.1,2.2
2663,19.7,12.8,4.9,17.8
2664,3.8,3.8,2.7,6.5
2665,0,0,0,0
2666,0.2,0.2,0.1,0.3
2667,0.3,0.3,0.2,0.5
2668,0,0,0,0
2669,2.2,2.2,4.3,6.5
2670,1.3,1.3,0.3,1.6
2671,0,0,0,0
2672,0,0,0,0
2673,0.5,0.5,0,0.5
2674,1.8,0.3,0.9,1.2
2675,1.4,1.4,1.1,2.5
2676,0.5,0.5,0.2,0.7
2677,0.2,0.2,1.5,1.7
2678,3.3,3.3,1.5,4.8
2679,4,4,5.4,9.4
2680,0.7,0.7,1.4,2.1
2681,7.5,3.7,2.4,6.1
2682,0,0,0,0
2683,1.1,1.1,2.6,3.6
2684,2.3,2.3,1.8,4.1
2685,1.6,1.6,1,2.7
2686,2.1,2.1,0.6,2.7
2687,0.3,0.3,0.2,0.5
2688,0,0,0,0
2689,0,0,0.4,0.4
2690,0.5,0.5,1.2,1.7
2691,0,0,1,1
2692,2.5,2.5,1.3,3.8
2693,0,0,0,0
2694,0.5,0.5,1.7,2.2
2695,0,0,0.1,0.1
2696,0.1,0.1,1,1.1
2697,1.8,1.8,3.3,5.1
2698,0.9,0.9,1.3,2.3
2699,5.3,5.3,2,7.3
2700,0.4,0.4,1.1,1.5
2701,0,0,0,0
2702,0,0,0,0
2703,1.4,1.4,0.1,1.5
2704,3.8,0.7,1.4,2.1
2705,0,0,0,0
2706,0.6,0.6,0.7,1.3
2707,0.5,0.5,0.2,0.7
2708,18.4,13.8,2.8,16.6
2709,0.3,0.3,0.6,0.9
2710,3.5,3.5,1.8,5.3
2711,0,0,0.6,0.6
2712,1.3,1.3,0.9,2.2
2713,0,0,0.2,0.2
2714,10.4,10.4,6.2,16.6
2715,1.4,1.4,0.4,1.8
2716,0,0,0.1,0.1
2717,0,0,0,0
2718,0.1,0.1,0.2,0.3
2719,1,1,1.3,2.2
2720,6.1,6.1,1.8,7.8
2721,0,0,0,0
2722,0.6,0.6,0.6,1.2
2723,3,3,1.2,4.2
2724,0,0,0,0
2725,0.2,0.2,0.5,0.8
2726,1,1,1.4,2.4
2727,0.5,0.5,0,0.5
2728,7.3,5.1,5.1,10.1
2729,0.9,0.9,2.4,3.3
2730,0.1,0.1,0.4,0.5
2731,5.3,2.2,4.1,6.3
2732,3.2,2.4,2.4,4.8
2733,16,14.5,4.2,18.7
2734,0,0,0,0
2735,3.6,3.6,0.9,4.5
2736,1.2,1.2,0.2,1.4
2737,17.9,15.8,4.9,20.6
2738,0.1,0.1,0,0.1
2739,5.3,5.3,1.8,7.1
2740,6.8,6,2.2,8.2
2741,0.6,0.6,0.1,0.7
2742,1,1,1,1.9
2743,11.9,11.9,6.1,18
2744,1.1,1.1,5,6.2
2745,0.7,0.7,0.7,1.4
2746,3.2,3.2,1.8,4.9
2747,0,0,0,0
2748,0.3,0.3,0,0.3
2749,0.1,0.1,0,0.1
2750,6.9,6.2,4.8,11
2751,0.1,0.1,0.3,0.4
2752,0,0,0,0
2753,0.5,0.5,0.4,0.9
2754,2.1,2.1,2.5,4.6
2755,0.4,0.4,0,0.5
2756,3.6,2.6,0.7,3.4
2757,11.3,8.2,2.2,10.5
2758,0,0,0,0
2759,0.1,0.1,0.3,0.3
2760,4.4,4.4,4.6,8.9
2761,11.8,8.3,4.2,12.5
2762,1,1,0.6,1.6
2763,2,2,2.7,4.7
2764,3.5,3.5,3.2,6.7
2765,0.6,0.6,0.3,0.8
2766,1.7,1.7,1.5,3.2
2767,13.3,11.8,2.2,14
2768,0,0,0,0
2769,0.8,0.8,2.2,3
2770,0.8,0.8,1.6,2.4
2771,0.6,0.6,0,0.6
2772,0.4,0.4,0,0.4
2773,0,0,0,0
2774,0.4,0.4,1,1.4
2775,5.6,5.6,4.1,9.7
2776,0.1,0.1,0.1,0.2
2777,10.3,7.3,4.1,11.3
2778,0,0,0,0
2779,0.9,0.9,0.6,1.5
2780,0.4,0.4,0.3,0.7
2781,1.9,1.9,0.7,2.6
2782,3.4,3.4,1.7,5.2
2783,1.4,1.2,2.7,3.9
2784,0,0,0.2,0.3
2785,0.9,0.9,0.7,1.6
2786,3.8,3.1,5.1,8.2
2787,0,0,0,0
2788,0,0,0,0
2789,0,0,0,0
2790,7.5,5.9,3.3,9.2
2791,2.2,2.2,2.2,4.4
2792,1.3,1.3,1.1,2.3
2793,0.1,0.1,0.8,0.8
2794,0,0,0.1,0.1
2795,1.8,1.8,2.2,4.1
2796,0.5,0.5,1.3,1.8
2797,0.3,0.3,0,0.3
2798,15.4,14.6,6.5,21.2
2799,0.7,0.7,2.6,3.4
2800,2.5,2.5,1.2,3.7
2801,0.1,0.1,0,0.1
2802,8.1,8.1,1.4,9.5
2803,0,0,1.7,1.7
2804,1.5,1.5,1.1,2.6
2805,1.7,1.7,2,3.7
2806,0.1,0.1,0.3,0.4
2807,0.6,0.6,0.1,0.7
2808,1.8,1.8,1.1,3
2809,0,0,0,0
2810,5.4,5.4,5.4,10.7
2811,0.7,0.7,1.3,2.1
2812,0.1,0.1,0.2,0.3
2813,0.4,0.4,0.2,0.5
2814,1.9,1.9,3.7,5.6
2815,0,0,0,0
2816,1.2,1.2,0.1,1.3
2817,1.8,1.8,0,1.9
2818,1,1,0.7,1.8
2819,0.8,0.8,1.9,2.7
2820,0.6,0.6,0.6,1.1
2821,1.1,1.1,2.1,3.2
2822,0.1,0.1,0.4,0.5
2823,5.7,5,6.1,11.1
